CUI,CAEN,ACTIVE IMOBILIZATE - TOTAL,ACTIVE CIRCULANTE - TOTAL din care:,Stocuri,Creante,Casa si conturi la banci,CHELTUIELI IN AVANS,DATORII,VENITURI IN AVANS,PROVIZIOANE,CAPITALURI - TOTAL din care:,Capital subscris varsat,Patrimoniul regiei,Cifra de afaceri neta,VENITURI TOTALE,CHELTUIELI TOTALE,Profitul brut,Pierdere bruta,Profitul net,Pierdere neta,Numar mediu de salariati
8008620,4789,,41459,1034,35790,4635,,945,,,40514,200,,26896,26896,17122,9774,0,9235,0,1
8157265,4773,4641831,6587042,3453640,1764716,1368686,17743,8421174,0,0,2825442,396,0,40472676,40868718,39072801,1795917,0,1545580,0,110
8553910,1520,4713963,11393884,9281848,1751768,360268,27666,9887845,0,0,6247668,3000,0,46053714,48131232,47901526,229706,0,188243,0,190
8574327,3600,282688779,123846856,488682,112651630,10706544,41016,39461024,357164693,,9950934,7090000,,25660543,27181757,24351473,2830284,0,2292476,0,346
8621852,4673,4071142,8747389,5453120,2577730,716539,,2114713,,,10703818,323200,,44083258,45455543,43140689,2314854,0,2007779,0,69
8670570,3811,3107801,2416190,162183,2015922,238085,136302,3230416,16165,,2413712,1228450,,17901576,18100362,18027891,72471,0,72471,0,265
8698066,4939,23777923,15574172,310979,1695207,13567986,20737,10002596,12129,200000,29158107,4454384,,15345068,15645828,9443023,6202805,0,5119127,0,56
9049008,2221,10458362,12154096,3120551,6767214,2266331,32725,13028976,1235424,,8380783,100300,,37606703,38588422,36962971,1625451,0,1390771,0,44
9173021,4639,10573683,15313329,9053746,6096906,162677,673556,18472031,,2237,8086300,500000,,72052125,73232818,71393286,1839532,0,1551676,0,133
9205492,8690,48775348,17840391,3979163,8205174,5656054,1026017,28614976,,,39026780,8278580,,91674366,92792880,84358737,8434143,0,6808876,0,464
9484800,4941,27326589,13492016,884936,12231818,375262,1005712,39757033,,,2067284,7890,,84628196,97930678,96582368,1348310,0,1088902,0,228
9609520,6202,923253,12508875,131160,3889280,8488435,155934,2502506,,275736,10809820,3073820,,37526061,38431866,33552264,4879602,0,4101457,0,311
9670187,2222,22635882,14842676,4502863,9516371,715098,41843,23224989,,,14295412,10453330,,49242659,50369034,47380879,2988155,0,2855912,0,101
9719787,4690,1523553,17607428,8656126,6961386,1989916,93108,3359519,5135,976350,14883085,352370,,49332868,50620984,47001653,3619331,0,2949833,0,53
9735812,4931,1584677,1218300,194055,428637,595608,32970,1572734,393845,,869368,616790,,6996471,9275972,9140686,135286,0,109921,0,
9785225,146,23128357,18488295,16524315,891579,1072401,53271,36810231,,,4859692,200,,43709081,69299661,69068333,231328,0,177266,0,42
9808027,5630,7575007,10151285,821533,5768122,394724,,6855723,,137318,10733251,767551,,17780510,18741239,14714863,4026376,0,3370309,0,66
9822617,6201,486576,3565138,335520,1238780,1718984,,650760,,,3400954,10000,,9399107,9531798,8954983,576815,0,473282,0,82
9924498,1107,14709260,29249266,2350481,7588509,19310276,40150,4125970,,,39872706,135000,,33470058,33448117,28053519,5394598,0,4557621,0,87
9941928,2894,19452944,24472156,17031878,5680321,1759957,29137,15244279,,448537,28261421,27352110,,53421070,55331354,53154770,2176584,0,2067651,0,363
10041938,4619,8338196,24590844,21379,20298271,4271194,,21278063,,,11650977,11000,,108713561,109158883,103839542,5319341,0,4592062,0,20
10138656,3530,4303232,3092984,42446,2704230,346308,,4060150,,,3336066,2697948,,9572984,9676722,11307704,0,1630982,0,1630982,55
10152375,4673,5246221,19533766,8972776,7067023,3493967,,6672060,,,18107927,2700,,89880394,90159011,86117398,4041613,0,3481735,0,167
10188824,4774,2021173,12377931,5204644,3981536,3191751,24885,10788004,,,3635985,200,,20001837,20088423,17736239,2352184,0,2008502,0,46
10253388,4322,6356651,24368428,2804589,19860459,1703380,19150,12487108,,1271993,16985128,6112300,,13973047,14459371,15691617,0,1232246,0,1232246,120
10405877,2932,51537194,55254788,38755352,16220763,278673,487181,33113142,5751760,1519735,66894526,107833780,,172916554,178971566,184198387,0,5226821,0,5226821,436
10610111,4941,7841830,10202915,6590,8424892,1771433,10515,7818702,,505058,9731500,4908630,,39478024,40170106,39865169,304937,0,304937,0,70
10637850,1610,4682296,16202849,3340392,12762292,100165,,20000583,58335,,826227,2900000,,30202848,30742146,31189024,0,446878,0,446878,43
10705807,2222,21374259,14309736,4468844,6252485,3588407,8794,10175637,1783104,198621,23535427,4854730,,45136570,46445299,39629951,6815348,0,6008108,0,106
10790713,1310,27644121,28269564,19295735,6032817,2941012,70570,27841210,,274822,27868223,19710940,,79761085,81796558,79866899,1929659,0,1929659,0,178
11015244,4941,24659682,9723873,,9169996,553877,4025,29412895,,,4974685,700000,,25835561,29929054,26230650,3698404,0,3278650,0,53
11268484,4511,9262279,4933082,2136128,2368142,428812,,13282250,,,913111,181440,,38898451,39764528,39567648,196880,0,196880,0,59
11319570,4643,7731227,61739071,16806724,44101018,831329,28213,58940873,73028,,10484610,500000,,109182973,110207384,108054950,2152434,0,1725646,0,92
11343640,4645,3114629,10372122,4321177,3211370,2839575,462156,4670286,,,9278621,10000,,39290894,39486826,34846834,4639992,0,3900180,0,131
11462102,1629,48272006,8224941,4362582,3759625,81065,142991,44749923,378654,,11511361,3672200,,18262235,20556987,21796587,0,1239600,0,1239600,141
11556290,3317,8468656,8716174,2110292,6259784,346098,5899292,19220547,1245792,,2617783,1776700,,7509910,24123003,16975736,7147267,0,5623353,0,104
11589204,6832,1311009,6224199,85668,2193769,3944762,12425,1561076,,129663,5856894,90000,,10034291,10130589,7861714,2268875,0,1926998,0,181
11631848,4673,11028935,14734898,6402336,6977439,1355123,46100,21782354,1841,,4025738,100000,,28772556,29295708,27940024,1355684,0,1115814,0,51
11684940,147,16004064,4654296,2615235,1931724,107337,335225,10383751,2093518,,8516316,18000,,24108955,29984173,36256864,0,6272691,0,6272691,59
11685538,121,14681563,19848391,16903370,2926119,18902,1264,23410925,7413779,,3706514,50000,,14210567,25258646,24856332,402314,0,312481,0,50
11766640,4211,13001155,8772653,1103034,1408449,6261170,134283,2767334,,100605,19040152,12795985,,27949826,36359560,35367411,992149,0,841348,0,166
11826785,4120,1962867,15417317,,8344427,7072890,539,8432014,1032152,1467588,6448969,500,,27251415,29625427,24303730,5321697,0,4582216,0,85
11927054,2229,6217927,14157303,6983622,7052321,121360,43744,7960514,802037,100000,11556423,200,,46346509,57248781,55669402,1579379,0,1349967,0,236
12018818,150,44317664,11259797,6179298,4709836,370663,202719,12292120,569661,243136,42675263,2999770,,32686736,40821848,38812868,2008980,0,1667074,0,245
12071773,1107,12124728,18737254,1399283,5380981,6890633,,13555860,61490,50736,17193896,1000000,,45394719,45587605,36006380,9581225,0,8291879,0,136
12124304,1393,17206228,3487855,286280,2474662,726913,3617,14989506,,,5708194,4945400,,8089890,8330085,8022926,307159,0,216553,0,140
12131298,6201,2540592,12860150,,5333167,7526983,511541,4866848,,,11045435,612000,,53556041,53947576,50851382,3096194,0,2492109,0,309
12214962,811,12267650,17715429,2359349,14751754,604326,986184,22878064,3669886,,4421313,1780100,,39069807,41431752,41154839,276913,0,230315,0,102
12401154,2442,12339018,10092671,5059823,4530978,501870,,7453800,752524,,14225365,510000,,32153708,38585371,34312753,4272618,0,3736988,0,68
12477349,146,31454316,37898835,22188247,15045661,664927,,53456638,1310780,,14585733,2491200,,70315882,98937128,98888465,48663,0,39794,0,235
12527609,2420,7769539,17547570,9085118,8096531,365921,,7665790,1251225,,16400094,3316565,,37013910,38130957,37529080,601877,0,444893,0,315
12602980,1011,12552142,14489737,5906845,2535795,6045820,7913,15185455,395686,,11468651,1800000,,74312553,80167901,75531329,4636572,0,4408253,0,256
12612348,1623,11354634,4950193,3061199,1373107,515887,118385,4242054,3747787,,8433371,200000,,15381624,16308701,13965048,2343653,0,2000476,0,78
12642101,4211,30184042,30724158,500640,12092935,18130583,,35580059,446550,19367151,5514440,1710000,,48395908,49386643,46073068,3313575,0,2897542,0,233
12666402,5829,148313,53805,,30369,23436,,183268,,,18850,200,,20160,25993,38319,0,12326,0,12848,1
12770364,4617,19077029,15452232,5352652,9240732,858848,50109,26913997,,,7665373,1010000,,68234138,68493837,64201126,4292711,0,3580971,0,57
12773808,1413,58190871,32711078,19589913,12805968,291627,216250,36612194,0,580263,53925742,899097,,130790845,135806117,127438640,8367477,0,7803782,0,
12881273,4511,19224383,3869758,1000329,2684648,177663,30561,7452675,,,15672027,2583000,,20596432,22436987,21739976,697011,0,565273,0,89
12924048,4941,6377362,10230739,233979,7459502,2537258,83541,3729107,3154,,12959381,5000000,,34234248,35432738,31220582,4212156,0,3658111,0,88
12976756,4511,5687367,17717442,13502618,2543359,1671465,45178,16802257,,,6647730,430000,,91134374,94171441,89778647,4392794,0,3781695,0,88
12985282,1512,14783994,7146083,4080890,1269808,1128366,26794,13298773,,,8658098,4505010,,33461482,33692653,31986803,1705850,0,1457363,0,235
13043763,4690,17812721,34030586,18039047,15312321,526755,,34664096,525017,,16654194,550000,,63300057,64855941,60137573,4718368,0,4084068,0,183
13089566,1439,7647765,15204925,1284634,8453168,359434,76271,4536607,3172352,27130,15192872,10000,,25505977,29772498,25160109,4612389,0,4295650,0,300
13104658,2229,17029623,12209451,1442056,3173227,7499366,138096,3755093,303274,,25318803,16905000,,26646371,27228987,20445728,6783259,0,5897631,0,159
13203635,4690,5963452,27589596,12808692,13861686,466768,,13635166,,,19917882,2671170,,38927384,39199870,33164732,6035138,0,5043212,0,47
13236004,4939,28811153,14564970,771972,12627139,1165859,491028,29322675,1174184,19964881,-6594589,603073,,13669958,13937859,19210475,0,5272616,0,5287865,120
13313735,4639,26650732,8707252,2665576,3794181,2232365,50597,13851216,,,21557365,50200,,55830837,57303589,52855454,4448135,0,3867747,0,86
13351089,5510,17642638,3075015,1375424,1087155,612393,10728,20372394,0,0,355987,350000,0,11523045,11995952,10980555,1015397,0,869084,0,123
13421834,1414,25774385,34410059,12080810,22196384,132865,80859,30043934,,174425,30046944,50929200,,61728931,62216812,63525903,0,1309091,0,1309091,583
13422376,2229,1292985,2828907,588397,1190501,1050009,,1873835,,,2248057,1015,,5225332,5982578,5252117,730461,0,541611,0,43
13510419,4637,26970016,11024239,5076109,1693078,4255052,99019,18757537,0,0,19335737,5197830,0,38249478,38589464,32194496,6394968,0,5447068,0,80
13515491,4120,15364155,11066745,322765,10359975,384005,334500,16307548,711835,,9746017,50000,,18694398,18952702,19758108,0,805406,0,942534,148
13609073,121,37179772,9547793,2814330,6404386,329077,133861,25390462,10574458,,10896506,100000,,27423683,32851138,31718664,1132474,0,1034325,0,115
13673670,2030,32734840,25053611,8511404,16035432,506775,91773,25644961,1924165,,30311098,1120000,,86782654,90255637,83998054,6257583,0,5292895,0,235
13739316,3240,5216493,15250598,5872510,9343533,34555,189602,18872955,534552,,1249186,300000,,18083937,18580136,18429252,150884,0,108883,0,107
13755460,2561,34839120,5364561,1804936,3339072,220553,40681,27722359,2882545,,9639458,500000,,25993868,27010069,20190125,6819944,0,6398651,0,172
13788050,1610,9049055,12529153,8866941,2919180,743032,42081,13373705,0,0,8246584,17731950,0,18452199,15315220,15294595,20625,0,20625,0,67
13854617,2562,17870251,4971280,4093345,873268,4667,10788,5237759,0,431014,17183546,3543280,,23814047,29729497,29539599,189898,0,96130,0,87
13958065,5210,2021818,20622740,3599030,8731639,8292071,,3210944,,,19433614,510000,,42667860,43036436,38226702,4809734,0,4045988,0,9
14004410,4673,13828516,9464106,6554809,1005651,1903646,46955,5607158,0,0,17732419,10000,0,47762245,49029069,44522569,4506500,0,3884358,0,96
9762620,729,44069220,3274463,84575,1912005,1277883,1363811,1713614350,,2856474,-1667763330,14225206,,44013,125404841,257515470,0,132110629,0,132110629,32
16041457,210,55174,2564173,72537,155469,2336167,72073,300258,107648,28860,2254654,,,2004450,2264868,1926145,338723,0,294675,0,22
16181981,210,1290810,1777793,107801,116418,1553574,3728,237253,1216540,30000,1588538,0,0,2753494,3015592,2292299,723293,0,611725,0,27
16228510,210,145326,2037929,24684,1800402,212843,66012,741427,869608,,638232,,,2815649,2963905,2335921,627984,0,519206,0,37
18761454,210,166113,1698938,26855,368087,1303996,77562,397674,1315280,,229659,,,962506,1146140,975392,170748,0,142534,0,19
27277152,3811,177275,301401,1150,175407,124844,30590,271256,,,238010,60000,,1328550,1338324,1323524,14800,0,12236,0,20
1680258,8130,2309688,1865480,70924,434494,1359600,3137,740923,36035,,3401347,1258185,,4622693,4653782,4577979,75803,0,53402,0,91
5752187,5223,26003107,3153725,247916,432953,2472856,8048,7282792,5308066,10809,16563213,14167820,,3681176,4536281,6028282,0,1492001,0,1492001,48
9782270,3530,16406,133652,,109857,23795,,150109,,,-51,416270,,411065,411076,441586,0,30510,0,30510,5
11961641,6832,3987553,4589805,34972,30535,4339097,8028,1037570,187997,380190,6979629,,572444,3970002,4280364,3487379,792985,0,541580,0,31
25538820,210,341541,3740833,1745,719080,3020008,,912099,865121,173633,2131521,500,,7069427,7212991,4691248,2521743,0,2085113,0,72
25645525,210,2554955,1110189,855,861083,248251,2234,98381,3244026,,324971,,,778239,1034204,1033977,227,0,0,0,12
25742641,210,99827,2012339,27067,1063411,921861,,846878,485114,,780174,200,,3497952,3937277,2988960,948317,0,779934,0,51
27394322,3811,106209,638423,1253,543988,93182,,374984,,,369648,150000,,2039449,2219565,2309189,0,89624,0,89624,43
28503410,4312,,,,,,,0,,,0,,,0,0,,0,0,0,0,
30629844,8130,112316,564851,16918,472127,75806,,357742,,,319425,323710,,2142886,2142932,2132200,10732,0,9066,0,66
33850202,2361,230150,83510,44519,29325,9666,,83739,234194,,-4273,200,,306395,491096,559903,0,68807,0,71705,6
36337601,4711,,,,,,,0,,,0,,,0,0,,0,0,0,0,1
129030,1013,13197288,5469462,2399379,2583613,486470,7407,18382599,2903347,,-2611789,795233,,11304237,12931972,14032286,0,1100314,0,1100314,69
2520417,4941,800366,1345422,320243,915351,109828,,2006592,,,139196,4700,,1679471,1679471,1660465,19006,0,17430,0,1
2522213,7211,24653921,7826557,7293247,519606,13704,,3276168,29119,9951078,19224113,,,1856130,3488435,3550783,0,62348,0,62348,59
13211506,1082,2209963,10917120,5804349,5068501,44270,21865,10365758,288475,,2494715,2501000,,2640947,2726211,2674227,51984,0,51984,0,
18139118,4120,2959522,2554840,144137,664101,1746602,17580,166844,17062,,5348036,5440000,,2441288,2563034,3113404,0,550370,0,550370,63
21697017,7022,0,91355,0,26436,64919,0,118021,80593,0,-107259,210,0,133493,133497,20250,113247,0,110385,0,0
25463531,4299,67268,193157,3585,58114,131458,,126966,,,133459,50000,,921072,937464,964668,0,27204,0,27588,21
27280123,6820,606080,1225779,2781,69636,1153362,,115024,,,1716835,200,,1004080,1011885,927308,84577,0,68653,0,19
27300824,8129,724720,410552,24500,167186,218866,6358,143596,34758,,963276,820000,,1814793,1881765,1876699,5066,0,3172,0,44
27404850,3600,,58567,2455,45787,10325,3247,20922,,,40892,200,,160352,164132,138872,25260,0,20728,0,3
28708334,8010,2177,737053,2708,344676,389669,477,509030,,,230677,100000,,4848363,4853441,4781126,72315,0,61168,0,238
29387348,3600,4021,53131,,3596,49535,,8047,,,49105,200,,160105,160107,163216,0,3109,0,4710,2
30500997,3600,26098,47772,17814,27700,2258,,70618,,,3252,20200,,431545,431609,421842,9767,0,5438,0,11
962838,1320,9017732,12735843,7993802,640282,2043154,200,522092,9875,,21221808,4964683,,6536058,6464277,6356439,107838,0,75964,0,78
10097629,1413,793074,1090490,,492011,598479,,371500,,,1512064,11000,,3709534,3717295,3661987,55308,0,45592,0,123
15904533,6832,68634,694063,1024,596248,96791,11623,1381454,,5132977,-5740111,1861000,,2926951,2980464,3170360,0,189896,0,189896,10
19129902,3530,3407,922672,126506,795743,423,0,20874117,0,0,-19948038,100000,0,1250,35634,1282629,0,1246995,0,1246995,4
26725630,9004,153798,438906,,438572,334,,23128,,,569576,2800000,,0,34400,20462,13938,0,13938,0,2
27273126,3811,5115,662348,19155,591832,51361,,384379,,,283084,100060,,1801543,1810471,1618712,191759,0,157145,0,38
27864203,3600,46699,627799,20033,562964,44802,,759394,7368,,-92264,600000,,2129777,2230888,2694798,0,463910,0,463910,73
28527591,8230,273224,552828,2567,505096,45165,,1178771,320399,,-673118,2609606,,618903,1056719,1198951,0,142232,0,142232,12
30458981,4221,16671,112385,48214,34277,29894,,64115,,,64941,300000,,611861,613418,664957,0,51539,0,51539,16
34875787,1413,15631491,12243708,50740,7813902,4379066,2666814,24912315,,72828,5556870,7536000,,29047596,31591755,33429486,0,1837731,0,1837731,729
73452,5223,6817173,3084877,187419,608584,2288874,28195,611092,5612319,,3706834,,168475,5508884,6210472,6193817,16655,0,0,0,53
7401263,3600,989925,1628380,50247,1562388,15745,68820,1001089,14678,139129,1532229,610680,,2394331,2488008,2470649,17359,0,2239,0,66
8274621,3811,566890,815861,,674135,141726,,278944,,,1103807,109415,,2319033,2328615,2314101,14514,0,11100,0,38
8334634,3600,4107530,1200994,24536,723003,453455,17300,983484,,,4342340,2120975,,4050443,4253477,4208077,45400,0,25024,0,81
15340043,4399,91555,810781,302124,384741,123916,,419905,,,482431,200,,1174031,1174032,1159443,14589,0,11288,0,2
16907635,210,108424,1205961,450,380774,824737,603,320312,287461,97385,609830,,,2234022,2260951,1550771,710180,0,596285,0,25
17023629,210,669394,2203006,33424,876740,1292842,0,528750,220528,,2123122,,,3417910,3699132,1825884,1873248,0,1561965,0,
17370245,4677,25308,131150,41474,20198,69478,11138,106246,,,61350,400,,475490,475490,467188,8302,0,3546,0,2
17891731,210,12639,1261492,550,851396,409546,,712237,246552,,315342,,88764,3244214,3437530,3337100,100430,0,85642,0,46
18937756,3600,78742,238601,42502,158563,37536,,673490,,,-356147,90000,,809091,814586,891545,0,76959,0,76959,30
22209548,5510,43272320,5834552,1637985,513598,3682969,2658855,54626112,,,-2860385,13577200,,9897891,11332687,11936519,0,603832,0,603832,77
25269200,3600,39005,222495,60440,162191,-136,,470717,,,-209217,400000,,765,767,13277,0,12510,0,12510,
25741956,210,6750839,259198,4244,226556,28398,,315254,,,6694783,,,978682,1021569,1020898,671,0,0,0,17
25755455,4752,94986,972673,345242,616395,11036,,786060,787,,280812,220,,4210164,4210961,3885099,325862,0,280300,0,6
26140350,3109,,19532,18205,599,728,,16429,,,3103,200,,31393,31393,28499,2894,0,2424,0,2
27221372,3600,4249,536980,844,239961,296175,,51798,,,489431,490000,,414749,507330,483824,23506,0,23506,0,11
27221380,8130,,113770,,11986,101784,,63123,,,50647,90000,,413516,413690,412295,1395,0,1395,0,15
27354450,8010,,18063,,18031,32,,18423,,,-360,200,,243178,243181,247759,0,4578,0,4578,13
28281682,3600,3229,57666,,50457,7209,,60817,,,78,30200,,247912,295937,323563,0,27626,0,27626,5
28510530,8622,5609,19253,,,19253,,0,,,24862,20000,,0,0,,0,0,0,0,
31151518,3600,,34077,,19701,14376,,35350,,,-1273,200,,167104,167106,156625,10481,0,8929,0,5
32419318,3811,32089,11607,,4290,7317,,57876,,,-14180,200,,130328,130330,154444,0,24114,0,24114,5
34963676,210,89231,1860441,,645106,1215335,2620,587673,144230,,1220389,,,2487297,2502455,1033464,1468991,0,1250618,0,11
35998419,9329,1167,109493,10321,7933,91239,,7735,,,102925,100000,,206453,206453,202971,3482,0,2925,0,4
16067546,210,92539,1626298,42893,1064204,519201,,476139,,,1242698,,46440,2713119,2743215,1635889,1107326,0,933139,0,27
17429946,210,244334,3232415,3316,2690099,539000,,766281,,50000,2660468,,12000,5575453,6139384,3257400,2881984,0,2420738,0,31
25327840,210,329446,7396410,65168,1335644,5995598,417,2704065,,,5022208,,397435,10199004,10846344,5748301,5098043,0,4386840,0,57
25336481,210,13925,2511225,14886,803087,1693252,1765,1650476,,71808,804631,,277663,2752840,3238676,2733211,505465,0,406198,0,51
25472076,210,659013,1329351,245799,618832,464720,,461569,531307,,995488,,85870,4137911,4722247,3705142,1017105,0,893423,0,30
25492677,210,393128,1715081,988,584482,1129611,,899812,,,1208397,,490,2639421,2868351,1950709,917642,0,777846,0,27
25713883,210,28229,213368,101,167793,45474,,202073,39524,,0,,,903849,945910,945910,0,0,0,0,16
25725314,210,294255,3397021,58908,1221376,2116737,,1207997,,,2483279,,7182,6130212,7185248,4564147,2621101,0,2232146,0,34
25742072,210,1125382,1879095,109574,373194,1383117,,426845,,,2577632,,1552561,2931329,3043522,2402110,641412,0,538258,0,30
27924739,210,418478,2357832,54669,1719515,583648,,697210,,,2079100,,622524,3780271,4303778,3110296,1193482,0,1014648,0,25
30735390,6832,5402,624135,,20347,603788,,44964,,,584573,1290000,,91874,93894,486862,0,392968,0,392968,4
31547777,8129,,25114,,10339,14775,,10025,,,15089,200,,115762,115767,111505,4262,0,3500,0,5
32521937,210,406531,3976159,326308,1806184,1843667,303,1129861,,,3253132,,,8159158,8043535,7453779,589756,0,457429,0,75
32740988,8010,48659,684483,34764,306493,343226,,463731,,15000,254411,37369,,4468571,4476439,4285592,190847,0,163563,0,172
10863084,6820,2226033,2537707,133826,2028422,375459,12547,774496,779633,7000,3215158,343590,,3400555,4240167,4134252,105915,0,71945,0,49
19176653,4721,,171547,74703,38556,58288,,200671,,,-29124,200,,777113,784376,743530,40846,0,30843,0,1
32782843,4941,6414225,2751765,144245,2585758,21762,10081,8542241,,,633830,200,,7689716,7855722,7348272,507450,0,423339,0,14
35827842,5610,,76614,50831,,25783,,20747,,,55867,200,,384462,390156,330605,59551,0,55667,0,4
505623,1107,47674195,23579867,6478316,10432405,6669146,240102,14437283,550633,528520,55977728,1149365,,101247328,110413607,97851472,12562135,0,12319549,0,346
512620,1071,20044714,12713269,4277760,2454154,5981355,-15619,5234221,43612,,27464531,7045087,,46023849,62108132,59812527,2295605,0,2043073,0,354
512825,2222,5461050,29165911,6558982,4041119,756780,8095,1569679,216082,,32849295,142960,,21110534,22211196,18452215,3758981,0,3244546,0,103
523816,3109,21248581,21024148,11896787,7360101,1767260,,5600252,838217,,35834260,1317742,,32115860,33930023,32967423,962600,0,818645,0,453
524625,4531,9569616,40686966,18561026,21401340,724600,49402,39487074,84732,,10734178,1000000,,83586702,87655329,83374842,4280487,0,3514034,0,76
525027,2511,11493993,6352362,3618373,2564935,169054,366,25433156,549481,,-8135916,4555572,,18895454,15194946,28211625,0,13016679,0,13016679,194
526790,1413,24594566,17297247,3466866,2508444,11321937,90622,3202650,0,0,38779785,4593750,0,50159810,51499390,47034672,4464718,0,2510886,0,1063
527184,1721,18730789,25457563,4072156,19441965,1943442,12637,21085755,0,0,23115234,15322,0,33071733,33181859,25648932,7532927,0,6734447,0,132
527397,3109,59564961,26297954,18216857,7667683,413414,23791,54353270,8346739,,23186697,180000,,88737809,97409681,94543996,2865685,0,2466353,0,1181
529690,3109,21913739,14807448,11778020,2434169,595259,347666,22118263,209768,0,14740822,6000000,0,29030008,34321411,34217017,104394,0,75784,0,200
538310,1011,9198965,12680199,4338374,7451341,890484,77634,12225721,2119398,155598,7456081,3000000,,55249610,61260409,60304959,955450,0,796178,0,186
544827,4120,2908605,11463064,658724,6513501,4290839,,7006524,504184,920146,5940815,50080,,33140673,34781045,33999383,781662,0,648745,0,164
546682,1330,12573251,21983677,3724238,1489021,16763439,,4949906,,,29607022,6846250,,34971966,49497450,35273035,14224415,0,13893595,0,445
556996,2599,23883432,13312769,5359614,1120966,6832189,5686,17734592,,,19467295,10000000,,21384684,21758260,17086276,4671984,0,4000176,0,131
557274,2712,13912746,16456770,9451480,6779569,225721,69084,7408681,,319085,22710834,1676538,,23495378,25759771,26773829,0,1014058,0,1014058,250
558580,4637,9125049,8334666,1833087,6098866,324789,828301,15035811,,76487,3175718,5781500,,34549274,35205523,35569126,0,363603,0,363603,63
559747,5510,75890023,5967441,714394,1338584,3884054,1105290,22611527,319978,81038,59950211,43920843,,11254632,11776727,11751457,25270,0,189,0,99
785078,1071,8337784,14726130,2022900,404520,12298710,82204,4079731,347283,,18719104,875000,,65120631,84155442,78081816,6073626,0,5350628,0,278
788333,4649,35139115,1693647,1054021,620756,18870,52386,2901779,,,33983369,2544208,,5071873,5140393,5139293,1100,0,1100,0,17
789193,1413,7978115,14568241,3561991,3252092,2079368,60701,1590231,,529,21016297,454615,,27032297,27381114,23236457,4144657,0,3681294,0,384
789401,4931,59241741,12622415,888170,2521860,9212385,94986,20090351,253275,560661,51054855,2541370,,31264910,31846180,28208718,3637462,0,2971047,0,283
790600,4222,17053804,4527122,1509301,1734608,1283213,3629,2981437,56158,0,18546960,1478678,0,13106014,18864208,20902147,0,2037939,0,2037939,124
803115,2599,12795297,31578973,11088128,8775626,11715219,20079,13533356,202371,2217420,28441202,6305295,,89741073,89367362,83828630,5538732,0,4471591,0,874
803727,2511,47884821,132480891,99631242,28702896,4146753,57733,109428249,2390305,,68604891,61417980,,75469155,98124941,111119265,0,12994324,0,12994324,188
807150,2712,5129111,7159092,2839272,4315820,4000,0,5211410,0,0,7076793,1353758,0,16269826,18062196,17375449,686747,0,615445,0,241
813526,2443,9743601,15190343,2643211,12252654,294478,380014,14467580,,,10846378,66442865,,19898276,24667738,27978201,0,3310463,0,3310463,88
1090419,6820,16993918,20766595,221064,2513549,2582008,30214,1050946,1920386,,34819395,4092577,,8016889,29998784,15401343,14597441,0,12244367,0,74
1093261,4752,16726601,15120393,9560456,4518851,1041086,23488,12096967,48333,,19725182,150000,,49556402,49686121,45736416,3949705,0,3364406,0,68
1093431,4321,5125711,22883795,578537,18925070,3380188,761232,19835012,321739,,8613987,101431,,32987963,33025735,32187956,837779,0,663968,0,151
1095130,3811,26387227,13756078,714836,10682108,2359134,326920,13757222,3320,246511,26463172,5926228,,50610238,51755371,48797761,2957610,0,2457474,0,568
1095483,4399,22397293,6752872,939129,4306193,1507550,76319,8364274,540098,522473,19799639,217000,,22808902,21051748,15994566,5057182,0,4337247,0,38
1095637,7112,602572,138073,6278,111035,20760,,693973,,,46672,199512,,158704,164113,778767,0,614654,0,614654,3
1098838,4120,16049889,10035503,1438432,8386521,210550,1508,39354111,,10924,-13278135,2675000,,2760408,2838477,5828406,0,2989929,0,2989929,22
1098846,1013,10358558,24722337,17772592,6646862,178295,1494350,25749463,0,,10825782,450000,,55324409,82903057,82859249,43808,0,31604,0,169
1101542,4211,2549668,18590337,9109777,5819061,3661499,800,22128871,,525015,-1513081,6514376,,27149699,28465376,35944226,0,7478850,0,7478850,153
1102041,5510,94073221,9806859,609912,1705543,7491404,864416,2592012,981776,2328513,98842195,40320157,0,25782068,29203705,28091549,1112156,0,527474,0,283
1102556,4931,12824264,2422154,935621,1085209,401324,378594,11579861,470784,482693,3091674,6436590,0,53675863,54398868,57869407,0,3470539,0,3470539,829
1104107,4773,8488537,20156017,4240586,5786941,10128490,15435,10642120,16849,104600,17896420,971716,,64673460,65219066,63819853,1399213,0,1149568,0,144
1106817,1013,18053933,9872986,714254,8496229,662503,,31908163,464474,,-4445718,750000,,44739160,45691793,56138859,0,10447066,0,10447066,190
1107049,2910,625701481,45069452,9032846,32672650,3363956,105420,149746787,127098,,521002468,308527086,,7315791,33848670,21862892,11985778,0,11985778,0,195
1107650,6832,1124057,10705115,171814,8925381,1607920,65556,873510,6854981,,4166237,114900,,3300169,3700114,4241509,0,541395,0,541395,93
1109090,2312,11444520,9006438,1069569,4683392,3253477,12363,3937253,0,2900000,13626068,1037500,,9158788,17831717,15562495,2269222,0,71784,0,73
1109309,2573,16619298,13430774,4407368,5798315,3225091,53304,998959,,,29104417,4597005,,12219232,11672477,12425485,0,753008,0,753008,91
1112290,2594,13732743,1542263,844257,466949,231057,450,13050445,0,19852,2205159,13568408,0,6123709,5885753,8752966,0,2867213,0,2867213,13
