CUI,CAEN,ACTIVE IMOBILIZATE ,ACTIVE CIRCULANTE ,Stocuri,Creante,Casa si conturi la banci,CHELTUIELI IN AVANS,DATORII,VENITURI IN AVANS,PROVIZIOANE,CAPITALURI - TOTAL din care:,Capital subscris varsat,Patrimoniul regiei,Cifra de afaceri neta,VENITURI TOTALE,CHELTUIELI TOTALE,Profitul brut,Pierdere bruta,Profitul net,Pierdere neta,Numar mediu de salariati
14529126,8559,5648304,6226442,49128,890381,3534717,11444,266188,8,,11619994,1948420,,2784443,4926973,6542458,0,1615485,0,1647825,28
14543457,4941,41470582,15114329,555073,14505167,54089,394789,21170132,,,35809568,7100300,,107501567,112818411,112570145,248266,0,128181,0,185
14545865,4519,68423881,90727527,36717555,42160835,11849137,169610,68937881,21704384,34997,68643756,19517730,,284973800,286313133,265156806,21156327,0,17698312,0,228
14554103,1610,1301806869,654311930,300085771,335240535,14133950,1000339,597684277,,138881579,1220553282,10000,,1769381279,1835504228,1817585144,17919084,0,17919084,0,1945
14562521,4612,2772307,35506907,9509840,24568419,1428648,871465,28639911,118746,,10392022,7000000,,116411191,116737901,113929576,2808325,0,2346892,0,14
14566850,2612,30217886,121772914,50120117,61776337,9876460,81087,76817414,48982,3746799,71458692,5144740,,295862655,301909626,282123392,19786234,0,16694688,0,635
14617759,4646,9777152,45117455,11263805,14437769,19415881,314621,23206598,2680789,916080,28405761,10791189,,71335137,72554603,67618305,4936298,0,4493836,0,42
14624799,1042,70380771,81158046,23563416,40962396,12470152,764314,30062277,231082,,122009772,77072500,,191241773,198052015,201285675,0,3233660,0,3233660,470
14626633,3030,51256533,126716124,29930925,16150169,1054211,1548559,21177375,,2406100,155937741,29403860,,186162213,192643722,185367280,7276442,0,6674290,0,122
14642582,4612,26565251,15701744,5339036,9757695,605013,165141,20819702,45537,,21566897,250200,,144055529,146611210,143654394,2956816,0,2590185,0,143
14715188,8010,14104970,53416340,2180871,25830161,25405308,580192,28878774,,1822612,37400116,7960940,,218788495,220122737,199465013,20657724,0,14395460,0,2699
14723741,2823,7348200,24227315,13578467,9735313,913535,62416,13820664,,114819,17702448,6294898,,79250515,81567924,85979599,0,4411675,0,4411675,450
14724950,4643,14217081,121108673,40814185,75627840,4666648,3404680,37288004,-4762,9099832,92347360,55000,,156576029,164807475,153008169,11799306,0,9703775,0,116
23774019,6920,13366330,78984407,,26165383,52819024,1107265,54442268,356482,3454368,35204884,18200200,,270690029,276685605,256586133,20099472,0,14765786,0,807
23795267,8299,97655805,35981686,,35615261,366425,567383,120946798,,8088397,5169679,1000000,,117104887,122482090,118382116,4099974,0,2150484,0,413
23846743,1812,24178905,22442423,9018664,11465691,1958068,105578,43670717,137850,895981,2022358,9274500,,121603191,123578892,129237914,0,5659022,0,5659022,110
23920513,4531,7176,74009654,288343,47954263,25767048,,51049005,,133148,22834677,3641480,,169620536,170912183,167360103,3552080,0,1948093,0,7
23932100,2931,122437063,179312394,68526662,105054743,5730989,11684724,250902231,1029042,6397309,55105599,7275000,,785061634,799298732,792444432,6854300,0,6541182,0,1120
24166583,6110,49119477,67079398,8643414,15921588,12057568,618704,36247578,472179,2330937,77766885,240828960,,96461641,99680998,95809806,3871192,0,3871192,0,544
24195562,4531,16866424,399556189,213720729,172700488,13134972,1728324,389083311,,,29067626,9175390,,846868815,902514706,878276494,24238212,0,20740383,0,385
24265552,4652,114105,28436220,9437335,14566481,4432404,11207,10406956,,,18154576,2000,,152230916,152230686,147850294,4380392,0,3791838,0,7
24387371,3514,21655476,929572222,134183,377464824,551973215,43726466,544444548,,7865111,442644505,37004350,0,2134172210,2160580156,2239223357,0,78643201,0,78643201,223
24394425,3514,14112323,34398097,7338,32580557,93297,33540,41867009,,,6676951,2212210,,94875180,357914240,354625694,3288546,0,3288546,0,3
24423199,3311,669503,1639203,115917,1292623,230663,363,1103997,,,1205072,600000,,10279087,10335587,9441901,893686,0,827920,0,106
24490295,1012,28435067,20845643,10195696,10103607,546340,32000,65121086,,,-15808376,1000,,92291794,92929047,97958791,0,5029744,0,5029744,353
24645675,4633,197615,23029715,2106649,17581497,3341569,5714,15379018,,,7854026,10300200,,106522287,106843679,105607379,1236300,0,944313,0,58
24716423,4639,13952387,15645383,7811105,7766570,67708,12172717,39710900,1357762,,701825,1010,,119655588,119978907,119705811,273096,0,177654,0,
24798903,3514,2351060,50317532,675372,40431735,9210425,11835379,37942760,8735072,,17826139,1700200,,329790183,331575357,322260877,9314480,0,8061419,0,21
24814952,7022,30583185,32880954,15047503,17840005,-6554,8423885,63798182,34133869,164048,-26208075,3500000,,102060,102060,21917103,0,21815043,0,21815043,9
24871990,4646,510336,78910235,0,76379073,2531162,560621,42909138,,,37072054,,,219904722,232629424,216007162,16622262,0,14494612,0,53
24886568,3523,12380504,44733875,4505389,39909161,319325,199112,53018209,141985,,4153297,76000,,185375538,188026824,189760143,0,1733319,0,1733319,16
24889696,3514,54664,175208415,3157,150320969,24884289,9578177,224843784,,,-40002528,19641290,,639719819,655577354,688072413,0,32495059,0,32495059,22
24911688,1330,1083866,37936621,2864612,33972710,1099299,1800,21008289,,288253,17725745,120000,,106122535,107562583,102193052,5369531,0,4595372,0,52
25032083,3514,7859726,58545054,3985628,47958437,5580644,1394465,52800526,140,,14998579,1767200,,481901551,483602919,477849449,5753470,0,4807293,0,29
25153581,2611,130537082,307822361,152445204,106164890,49212267,279140,363916726,688893,654148,73378816,234266610,,552893280,598550024,617573891,0,19023867,0,19023867,1109
25156995,4639,19871557,57504352,13334995,40412375,3756982,113431,51802572,,,25686768,1196680,,166530709,167893829,153863970,14029859,0,11657315,0,127
25228277,2511,1813589,12946845,6342730,6525180,78935,,12731129,,157184,1872121,8316050,,55811780,55900917,55060194,840723,0,840723,0,32
25275929,620,219572024,39433042,5319273,15252704,18861065,5355640,285900406,0,5367764,-26907464,0,0,168665606,189631901,163327313,26304588,0,22107233,0,62
1594319,5510,534205411,53408600,482853,16743453,36182294,268863,688205925,127073,1170776,-101620900,41779080,,128948184,142636378,138920130,3716248,0,0,144812,310
1594912,1013,56765267,20741001,4647449,15448304,645248,54784,59631107,,,17929945,95850,,98083654,101860395,99734920,2125475,0,1753894,0,283
1595802,3530,22039025,282597864,520886,277498183,4578795,3464105,308408115,3313,9948339,-10258773,9438330,,260955802,271033360,271364829,0,331469,0,331469,33
1599030,6020,102056561,158293212,5377608,148409628,4505507,10426072,153822992,3563278,6419080,106970495,1593960,,318427310,334216468,300672044,33544424,0,28649803,0,655
1632862,1041,129127820,304741634,200042353,96683407,8003320,80347,381832059,1008036,722309,50387397,1439096,,649419738,655771905,655318813,453092,0,453092,0,458
1639097,5040,346268799,65086194,9270221,54555781,1260192,384712,34022523,2377872,2131566,373207744,43750000,0,222872669,233784207,236941392,0,3157185,0,3190008,598
1639739,2410,1565251728,1743349014,1198304745,526191094,18853175,4315095,2109400505,14516470,121988984,1067009878,2455523235,,4661907896,4850703309,5003885743,0,153182434,0,153182434,5682
1651643,3011,285398034,538538127,380290298,144546126,13701703,594642,502398939,1306255,2834547,317991062,32339580,,531767045,498402193,477019047,21383146,0,11064304,0,2271
1685441,4941,18518301,25998874,1133907,24674205,190762,3612459,31901136,5318,,16223180,1502000,,114446706,120970355,115393374,5576981,0,4748272,0,294
1689176,3831,45682139,55930150,46708049,8947443,274658,109964,95193876,,,6528377,20950700,,147164576,151830697,148897515,2933182,0,2148277,0,169
1750957,2451,17880748,40323083,13512325,20829141,5981617,961545,10030342,1694438,,47440596,4945203,,90957909,93626428,88935607,4690821,0,4121720,0,456
1755369,1051,131296730,130384538,33504589,74556621,22323328,257396,120497763,3063182,208663,138169056,65270887,,589893548,596707375,585221134,11486241,0,8700936,0,638
1758381,2341,93880751,63717694,42608610,20343767,763243,2957890,95448323,,618708,64489304,19276967,,152887552,160546795,159033061,1513734,0,1374074,0,1492
1769224,2540,102121760,226079880,40497641,66464994,69003645,30202,28805302,3254477,122437,296049626,44020020,,171961990,176537419,131595721,44941698,0,39140128,0,1178
1771593,2361,104370602,66638578,19699244,45803502,1135832,1208251,114491340,1736335,149590,55840166,30000000,,161199746,157750603,148399736,9350867,0,9190490,0,375
1801821,2620,7549178,71332001,8256717,60765420,2309864,2208470,71362495,1961845,,7765309,100000,,196507105,198622795,192092993,6529802,0,5521553,0,234
1801848,4711,17140568,1067586,,65365,1002221,934,351271,8963,,17848854,310340,,1829003,2117367,1679517,437850,0,270118,0,7
1802681,4939,15312764,2858504,430481,2300353,127670,172769,14057609,,,4286428,5430608,,13565287,13750509,13692990,57519,0,57519,0,113
1803830,4773,30693985,156846810,38965282,108822427,9059101,303368,164471711,,,23372452,182200,,419580059,422076791,395666903,26409888,0,22929154,0,682
1807689,2030,29987826,62143851,33021089,18836027,10286735,872129,51507754,2123915,1390938,37981199,20830356,,152271215,162585660,162116754,468906,0,422103,0,364
1816318,2740,180417928,174837697,80474164,91147042,3216491,1107165,145386091,198617,1029012,209749070,4181240,,250246514,274613232,254387722,20225510,0,17702383,0,1086
1825545,6120,72286031,239350752,10124000,175220588,54006164,2499027,132869674,259726,1259553,179746857,863470,,425562256,441876940,418522773,23354167,0,17745421,0,1686
1844334,2342,107061815,46044493,32108419,9137392,4798682,752239,34126679,640789,6251957,112839122,17009998,,170828957,180038133,177539430,2498703,0,1877687,0,797
1854176,1102,59848199,95686439,72068156,22259020,1359263,31226,51904894,769029,,102891941,1720053,,148433629,155026252,116114629,38911623,0,34910799,0,110
1865914,2511,6290210,13166697,5363979,6608893,1193825,48976,5120248,107109,1306911,12971615,2250542,,16791505,18577057,17582088,994969,0,782664,0,70
18510665,1413,2857345,5048248,1402918,3455441,189889,33304,4971947,,,2966950,200,,17601715,17805554,17631658,173896,0,121135,0,291
25629716,210,500,142429,572,134220,7637,,142204,,,725,,,834944,834944,828145,6799,0,0,0,11
27430581,6832,3864813,1379416,276994,66632,1035790,,350658,48180,,4845391,250000,,4324471,4659469,4635094,24375,0,18539,0,91
30459529,4120,721687,664442,106348,286704,271390,,502549,,,883580,364070,,4887464,4888975,4596756,292219,0,246928,0,23
30964121,3811,72240,411151,2943,133423,274785,2324,121956,13379,,350380,200,,1472251,1476923,1231479,245444,0,206152,0,26
35177677,4711,,,,,,,0,,,0,,,0,0,,0,0,0,0,
35365220,2410,34314,1853123,,1731481,121642,,6281231,,,-4393794,5000,,119911939,107263393,104414975,2848418,0,2848418,0,100
36533624,4120,558,21285,5057,6635,9593,,10448,,382,11013,12000,,53071,53830,54817,0,987,0,987,1
36589749,7490,,,,,,,0,,,0,,,0,0,,0,0,0,0,
36849806,5221,218907,1519791,6052,13662,1500077,,113225,,,1625473,2103000,,258929,259050,734060,0,475010,0,475010,24
19,4719,105573442,24953070,243377,1067029,282664,8642,6171704,2311569,265902,121785979,1337575,,29211283,30059698,10404157,19655541,0,16587592,0,50
86,4520,12383364,13167068,3801011,3337676,6028381,217457,3124626,,,22643263,1487301,,21074110,22162700,21224106,938594,0,758137,0,100
159,4322,688134,46737254,9472922,34446843,2817489,125175,98751962,2494446,1414941,-55110786,27701790,,88879814,88400823,86619358,1781465,0,1781465,0,117
302,4621,47962408,5147863,3275253,623395,1249215,0,1949708,0,1096565,50063998,7892613,0,10443125,12454234,14329628,0,1875394,0,1875394,57
329,7219,3940320,24611252,14258836,8617385,830131,63284,12556861,94650,0,15963345,101421,,29930568,32943894,32771570,172324,0,122086,0,94
450,1413,8667717,9575479,840901,4422053,4312525,91750,1140941,2227921,,14966084,170000,,9185009,9483264,9109200,374064,0,302017,0,74
523,2120,34378034,153905526,10152583,16038330,73546241,30412,41409830,1629867,,145274275,31488849,,98304059,102093079,39721846,62371233,0,52290664,0,144
752,2620,99461993,15018629,1353627,4598571,8049682,571108,16689621,1822,228157,98132130,36378219,,35643926,36609045,35717247,891798,0,598777,0,290
795,7219,745485,38744,5223,30972,2549,,2806140,76429,,-2098340,215330,,126872,192653,263810,0,71157,0,71157,5
906,6820,35879284,1857527,274172,366337,1217018,3638,768276,205423,,36766750,339505,,3023923,3080110,2778000,302110,0,213133,0,
930,7219,9097427,21917256,1023658,19085718,1807880,0,3062686,22771071,411030,4769896,0,0,14754595,16109032,16076832,32200,0,12029,0,130
1154,7219,22599916,14249838,1597938,5340304,7311596,,13556955,13547706,,9745093,,,27273122,32000650,31878065,122585,0,88496,0,183
2443,1520,30977559,55587584,36514045,4820488,6193373,480142,44892547,,795394,41357344,400000,,77497675,106456498,97040178,9416320,0,8098091,0,547
4479,4773,1395910,11031695,7167688,3315038,548969,-36661,11123288,,,1267656,200,,30730504,30730575,30278944,451631,0,376702,0,49
7742,4322,7713787,16222378,3021057,11825102,1376219,15843,14356172,,,9595836,10000,,26766414,26967588,24750110,2217478,0,1911097,0,85
12498,4618,4549959,60766697,8933062,11295657,40537978,0,45084175,0,0,20232481,85000,0,28514666,35668545,34474608,1193937,0,996174,0,39
13906,4322,5478019,35705556,598830,32154377,2952349,64903,29258077,4695,2406613,9579093,7093690,,64355540,65789454,64906910,882544,0,882544,0,170
8807295,4651,2620796,27094807,2283584,12196529,11775877,144346,21218436,1265343,,7376170,10400,,59511162,60190813,54195408,5995405,0,5065040,0,20
8808380,4619,5818693,44353879,4345312,7295144,32713423,43716,5404658,8421,,44803209,2611940,,35096579,35318211,27397872,7920339,0,6696551,0,74
8808509,4649,1107449,77071664,15419634,29279965,32372065,36236,28487925,20626,451607,49255191,27906,,108524039,124181412,115092582,9088830,0,7485168,0,71
8853097,4669,82094399,32146626,3892485,25407282,2846859,301764,88126479,13215,1903,26401192,14048000,,105068753,107823450,103005995,4817455,0,3640930,0,112
8873370,4321,3458325,73811634,30087692,33316394,10407548,,74219210,,,3050749,2318008,,50221367,47919812,47697554,222258,0,142128,0,163
8900229,4645,805738,35398802,16474706,18125850,798246,291354,28930149,,,7565745,4117581,,58182185,60057178,59554302,502876,0,177135,0,99
8915963,4634,5511151,13380087,7202127,5949822,228138,148890,7100690,,,11939438,169480,,56680445,57027326,54510259,2517067,0,2157344,0,140
8936885,4774,1320275,25050683,5356507,7156521,12537655,6898,22200592,,,4177264,2050,,31396906,31613624,27179022,4434602,0,3819520,0,35
8978457,4618,10649212,25899415,12504251,7368772,6026392,265585,5412152,,967894,30434166,1000,,90928373,92235103,84316077,7919026,0,6469268,0,150
9013233,3320,166688,13899354,16113,13301395,581846,,16467308,,,-2401266,2500,,600939,624646,1781246,0,1156600,0,1162489,16
9019856,5510,114689517,15249966,426966,3631223,11191777,351221,36365678,0,1470268,92454758,83354310,,59783114,60857609,49216504,11641105,0,11321294,0,199
9019864,4773,239973,42165466,5320575,32377345,4467546,,41520338,,,885101,20200,,59222716,59365327,58364175,1001152,0,837892,0,14
9046281,4645,1922646,45238887,645017,37151990,7441880,176987,12362992,932413,24825560,9217555,1000000,0,100997413,103024170,96469684,6554486,0,5644720,0,25
9052135,7219,85357501,87645944,115012,83288144,4242788,,23912789,144492977,,4597679,,,63811828,75880576,75870704,9872,0,5503,0,320
9068280,7219,51877665,23076472,1183,14139553,8935736,,21914128,48865225,,4174784,,,39146960,49785217,49653179,132038,0,104852,0,256
9073359,7311,4306680,33866542,27999,23895707,9942836,78593,30080632,5477,161146,8004560,3820991,,76706436,81459309,77546360,3912949,0,3912949,0,19
9100283,1812,15301078,8673271,599389,7141225,932657,95357,13229038,320765,30763,10489140,763000,,38394896,38734622,35650976,3083646,0,2616062,0,171
9113623,7219,25516506,22638447,5234066,6143952,11260429,2236,19622212,13086449,,15448528,,,28451824,38583215,38117903,465312,0,389267,0,176
9198786,4669,15472277,31412292,21563704,8989200,702597,21279,7853561,23833,,39028454,20000000,,41542410,42333311,40076824,2256487,0,1959148,0,71
9211737,4674,190590,5451213,3130169,1998585,76472,63700,3417161,,,2288342,100844,,7671096,7683962,7381468,302494,0,257501,0,12
