CUI,CAEN,ACTIVE IMOBILIZATE - TOTAL,ACTIVE CIRCULANTE - TOTAL din care:,Stocuri,Creante,Casa si conturi la banci,CHELTUIELI IN AVANS,DATORII,VENITURI IN AVANS,PROVIZIOANE,CAPITALURI - TOTAL din care:,Capital subscris varsat,Patrimoniul regiei,Cifra de afaceri neta,VENITURI TOTALE,CHELTUIELI TOTALE,Profitul brut,Pierdere bruta,Profitul net,Pierdere neta,Numar mediu de salariati
13455578,3109,45767511,15210957,8512301,6677473,11880,169590,20803876,,,40344182,1400000,,24912781,27019553,30797496,0,3777943,0,3777943,154
13485820,2599,3823341,16096436,7812371,5533795,2750270,18153,7940788,2897459,,9099683,1980,,36681246,39389024,32872509,6516515,0,5571339,0,36
13526539,4941,16407382,6625076,219420,5696433,709223,,14950003,,103983,7978472,52070,,13021664,13662755,12521299,1141456,0,951862,0,58
13680154,2562,37550277,30411236,22062148,7041017,1308071,4273,87801277,4418020,340396,-24593907,6771000,0,78088955,83082262,93299274,0,10217012,0,10217012,251
13841617,4531,25146856,110980913,66585810,36317286,8077817,137944,99415048,,,36850665,300,,115475824,132295977,119265230,13030747,0,11222195,0,123
13909054,3109,7426181,6811938,1949570,4175006,687362,296409,11440971,,,3093557,50000,,17855542,17176995,16964638,212357,0,159482,0,154
14593668,3511,128013811,14578140,3561792,7437170,625047,50400,137644976,16588141,,-11590766,33595560,,39092581,41810374,98243214,0,56432840,0,56432840,255
14632325,3109,32737171,33775382,11753170,21576633,445579,43796,25273665,,559480,40723204,14700,,82263837,87664678,93213791,0,5549113,0,5549113,277
14822567,3821,33874403,8439396,360181,6607361,199110,261979,10670010,103067,8418688,23384013,2880700,,41806723,42757943,36147105,6610838,0,5578040,0,153
14867941,4941,8174778,8340381,158149,6887695,1294537,142114,5606823,,167906,10882544,163600,,22975375,24902222,22899595,2002627,0,1651125,0,58
14901245,1624,13603454,26693237,12023738,13076041,1593458,,8143817,,,32152874,400,,51999916,51653022,47617958,4035064,0,3441875,0,144
14989507,4120,10835604,9860182,3526860,6284392,48930,167092,11027591,,,9835287,3420,,22879076,25474677,24593682,880995,0,865745,0,77
15262107,2751,12927863,29335598,13001287,1628272,14479455,59125,11120299,,,31202287,35852,,64851270,65953394,63048231,2905163,0,2458213,0,281
15374348,4941,42911122,13710643,508867,11306393,1895383,4173636,61229639,,,-434238,100200,,65361358,70481596,70308389,173207,0,173207,0,143
15525831,4941,985578,11670163,,10935805,734358,189070,23667472,,,-10822661,552000,,56598065,57146199,58873393,0,1727194,0,1727194,85
15624380,1623,44426493,31239590,7857720,19142960,4238910,202141,6335814,4875,112812,69414723,49949090,,86752838,87954545,82661972,5292573,0,4532638,0,276
15751898,4673,14663936,23797772,12380523,5729991,5687258,20028,30357431,,40577,8083728,40000,,71610541,74116442,71542728,2573714,0,2228420,0,42
16117490,4621,10197764,15241763,7484433,6232948,1524382,,10776730,,,14662797,200,,81643808,81746937,78640117,3106820,0,2691378,0,29
16302838,2822,12569442,22786427,10315762,11070861,1399804,655695,35234514,,,777050,10813000,,52150287,51947526,53412019,0,1464493,0,1464493,103
16356935,4941,15324941,19493187,7591626,8977370,2924191,228668,23724674,875964,1652705,8793453,130000,,49446281,70663628,69768196,895432,0,798729,0,162
16420930,2612,12966685,17366289,1935754,6745723,8684812,,3594559,2588798,,24149617,525200,,23255608,24593604,20265930,4327674,0,3760446,0,122
17468643,9200,782231,2774520,24325,361106,2389089,,664540,,,2892211,30200,,11591514,11592333,8611249,2981084,0,2523431,0,48
17820471,2899,18053961,19164681,2885542,14527821,1751318,,24310843,1822603,1935864,9149332,1000,,39930218,38457969,36935560,1522409,0,1265314,0,177
17863308,4939,42215204,15861640,107834,9162952,6590854,,50993417,,,7083427,1000000,,58136094,58626033,54376309,4249724,0,3526697,0,365
17981940,2221,4256645,18278105,3763517,13217080,479540,340263,6772606,,50736,16051671,18000,,49931536,52340797,44895350,7445447,0,6390368,0,67
18129130,1071,1416486,2219521,147170,401629,1670722,,537615,,,3098392,100200,,13400662,13472554,10183047,3289507,0,2793429,0,93
18242562,1419,92789,38688027,542211,34457185,3688631,33209,13725980,,,25088045,1089590,,45538910,46401335,42865793,3535542,0,2926078,0,511
18242597,4641,6002986,9083109,535629,8047786,499694,8446,5960505,,,9134036,500,,17538839,20125120,16957577,3167543,0,3024944,0,3
18294456,2361,6454180,44491475,22831742,14196050,7463683,3501890,5117684,,,49329861,47728424,,49745316,49059794,43703909,5355885,0,4295954,0,106
18356125,2229,45966617,50437219,29973189,19141067,1322963,440774,82327773,1102713,890506,12523618,9499060,,197504411,199528207,192160665,7367542,0,6037430,0,270
18437645,210,2244217,2675683,1103669,1434756,137258,37585,1668247,,,3289238,500,,8905498,9373896,8154808,1219088,0,1016834,0,32
18595092,146,26219190,37753335,7167520,17246909,13338906,,19008442,33557182,,11406901,1000000,,21728091,22759336,21464380,1294956,0,1053705,0,72
18648723,4611,2162713,31116262,17672628,12184529,1259095,2394248,21159558,10174404,,4339261,100000,,163853427,164699526,163606218,1093308,0,924154,0,13
21895537,2229,29952836,21261588,7071674,8284924,5904990,91678,33387596,,,17918506,1065900,,127556564,129893046,124434048,5458998,0,4649107,0,33
21907569,4621,9083465,10820801,12377250,2623228,-4179677,,8133287,,,11770979,4000,,110039899,110227060,107279416,2947644,0,2551773,0,48
22489715,2562,2384211,1607919,,1286972,320947,14825,1963461,,,2043494,10000,,5449319,5595318,5229413,365905,0,310375,0,21
24834097,2612,30017411,77208190,51647140,22024113,2105,101052,63149831,,,44176822,1305500,,153717711,152931371,146614267,6317104,0,5518526,0,484
24895710,2751,2472932,14461836,10564890,3705804,191142,1211666,18069075,,,77359,11869870,,26688416,30865267,32404732,0,1539465,0,1539465,105
25349589,8610,26236766,11226810,1064370,9696894,465546,884268,26134841,283804,180000,11749199,6010,,52545517,53235172,51433261,1801911,0,1341829,0,256
25645525,210,2310708,1077016,4136,944661,128219,33,196344,1890597,,1300816,,153775,1093852,1310337,1310282,55,0,0,0,12
25742641,210,53241,2766405,82873,1996120,687412,,1097825,1178261,48884,494676,200,,4246212,5338024,4739058,598966,0,494436,0,48
26176052,3511,9890548,33306330,459135,31055149,1642235,56077,36468985,9038563,,-2254593,8755570,,61507645,85018061,90544659,0,5526598,0,5526598,271
27345729,4941,20813105,12571117,477868,13416727,-1323478,570742,27124530,,,6830434,2500300,,94185142,97390092,97018047,372045,0,372045,0,232
27394322,3811,46235,443393,0,429421,13972,,642526,,,-152898,150000,,1676716,1864394,2130728,0,266334,0,266334,33
27768109,4672,22755960,29792448,16042157,13658240,92051,75004,26388019,10667,447170,25777556,33507290,0,96951090,103881508,103832569,48939,0,0,70819,88
28059148,4711,701341,4704606,4128811,158149,417646,,2862113,,,2543834,200,,22402875,22408589,21703749,704840,0,591716,0,50
28980206,4941,9280969,11760381,177846,11149375,433160,580781,20110295,0,0,1511836,5058470,0,49797244,53033266,54975800,0,1942534,0,1942534,92
29323093,4619,1759592,37997108,12626634,24249546,1120928,14352,33702353,2604,26400,6039695,825000,,86175740,87176821,84952676,2224145,0,1918795,0,6
30629844,8130,82551,571677,20720,524173,26784,,727821,,,-73593,723710,,1827342,1827354,2142602,0,315248,0,315248,52
32372789,4531,233398,3686850,2098372,1854017,-265539,,1163107,,,2757141,400,,9758566,9814088,9717885,96203,0,83329,0,19
32866391,2932,27156764,16892312,13205047,3053164,634101,11931,20954256,100495,,23006256,112280,,109473698,110531220,106764767,3766453,0,3196830,0,145
33238832,4941,9146634,12760694,449354,11668813,642527,359685,15009727,,,7257286,650000,,70712635,73920685,71203189,2717496,0,2293136,0,167
33418884,2229,12674856,14960657,9099882,5700390,160385,108016,21694888,,,6048641,1000,,93858580,98763722,98677800,85922,0,39612,0,112
33760770,3109,12509553,20915749,3386821,15186927,2342001,61687,22840445,9424,,10637120,44000,,75181353,74314997,70101744,4213253,0,3621468,0,187
28416119,4711,2720273,1388400,998836,366754,22810,1995,2455632,,,1655036,400000,,13841804,14022512,13409897,612615,0,514597,0,6
28708334,8010,0,1195557,20377,846761,328419,419,728057,,,467919,100000,,6873438,6874635,6567777,306858,0,257802,0,223
29241660,4120,176716022,89129388,16357363,70991596,1765179,5920336,254139977,,,17625769,1000000,,242553225,257287397,250015034,7272363,0,6274111,0,429
29387348,3600,9338,94299,328,52095,41876,417,86300,,,17754,200,,230443,231194,222793,8401,0,8401,0,4
29555735,4941,3737363,12175942,334229,11154520,687193,208463,9620120,4372114,,2129534,110000,,45737518,47040147,44730248,2309899,0,1997534,0,55
30500997,3600,22355,86249,21540,39559,25150,,191036,,,-82432,20200,,523596,526699,565689,0,38990,0,39945,10
30597041,4211,9134551,6452252,,481051,5971201,20694,4390451,,,11217046,220,,42676841,42708535,35506014,7202521,0,6017338,0,112
30770257,7022,115920,3424741,749744,2436959,238037,,2352278,138350,,1050033,1660,,18393894,18396073,17744468,651605,0,547054,0,23
30798240,8130,1630,337082,,327152,9930,,60463,,,278249,101000,,363005,563198,386785,176413,0,148187,0,13
31179349,9200,9621121,5851678,,544104,5307574,23400,1830525,,,13665674,50000,,30703882,31085358,21815829,9269529,0,7532836,0,107
33170559,2932,23128610,56409681,22682106,27758613,5968962,,46206159,12071002,,21261130,23100000,,51449765,53969984,53607536,362448,0,362448,0,35
33427149,4531,3387801,15241741,3639922,7777956,3823863,66181,14841180,17055,17388,3820100,1112500,,70958107,71265126,69497693,1767433,0,1492935,0,59
36385552,2932,66963611,64993462,12244012,39655092,13094358,638919,125915263,355389,2407388,3917952,7135000,,86518550,88894580,83207798,5686782,0,5686782,0,171
37187332,2221,13804228,6913801,1350859,4338764,1224178,31362,20061454,0,172343,515594,4600000,0,22442366,23027790,23211398,0,183608,0,183608,115
37399157,4711,,151550,151321,,229,,150533,,,1017,200,,52742,52742,51011,1731,0,149,0,
37566786,4399,13121,262290,,,262290,,267135,,,8276,200,,266821,266821,157849,108972,0,106303,0,11
945055,150,9240963,11373677,5271745,3932287,2169645,,8052542,4236256,,8325842,3190000,,9045071,19304678,18286617,1018061,0,939383,0,72
945705,4672,996180,7570802,1299141,943664,5242731,5618,662479,62385,,7847736,2064529,,5018561,5487581,5024926,462655,0,399861,0,32
946778,3832,21753342,15516759,4894122,10315798,306839,,24942083,,,12328018,1310790,,45679929,46465194,45019740,1445454,0,1441961,0,324
951138,5510,34736633,3836685,2532392,859120,445173,,6522297,2515458,,29535563,3781710,,13173392,13382111,10417883,2964228,0,2750728,0,81
952877,4773,10396998,12043950,6760270,4006824,1276856,32941,12809584,,,9664305,1000,,41258119,41424994,40148323,1276671,0,987862,0,88
958772,1920,339970890,64618153,63410741,422336,785076,14468,347718773,1154828,,55729910,228273445,,1504410,9446223,38989880,0,29543657,0,29543657,80
962838,1320,8423618,13624693,7946772,831095,2729672,200,445376,17808,,21585327,4964683,,7305444,9765805,9478151,287654,0,218704,0,87
969470,3109,3517187,9118558,6696846,2268712,153000,198805,38815419,417,,-25981286,12839040,,17430982,18795010,24523866,0,5728856,0,5728856,177
992154,4673,19361134,22627892,17656828,4760887,210177,0,39257160,,,2731866,2822400,,52881570,53238570,53085583,152987,0,118588,0,149
992405,4941,2564152,1317973,5436,1244691,67846,43342,2504173,,0,1421294,52000,,7972958,8616098,8593329,22769,0,17804,0,27
2816022,4120,29348410,73567537,20936652,49930496,2700389,381152,76509807,19502,13286493,13481297,6120,,114124951,124699820,118183875,6515945,0,5538130,0,148
3413664,4711,8088463,3278154,1909387,1076688,292079,,6554508,,,4812109,500000,,23313814,23791355,23322735,468620,0,388411,0,34
3590810,4120,6270110,5310741,622101,4239405,449235,,2644128,3714,,8933009,485200,,5273455,12270283,13675135,0,1404852,0,1404852,46
4278841,5223,76298591,13697844,290457,11746659,1660728,49970,2137996,77306209,52332,10549868,,542508,16172154,20852785,18619756,2233029,0,2135448,0,111
4725397,4645,4477430,29902204,17424904,11257876,1219424,20316,11474680,,,22925270,1000,,110125781,110243335,102967604,7275731,0,6099383,0,170
4832008,4639,1166003,5182587,1542207,2728507,911873,,3436034,,,2912556,247130,,38067587,39248977,38301577,947400,0,795990,0,52
5444241,1610,63482854,67474790,47019402,17136365,3319023,584889,47587726,30087,661772,83262948,407500170,,156113232,164896740,141622598,23274142,0,23274142,0,364
5580588,4730,3861291,5465738,2300451,3027583,137704,,2991953,,,6335076,400000,,45774604,45785420,44805341,980079,0,843518,0,50
5662378,4634,2417534,11128795,7151061,3068809,908925,76101,10777129,15201,,2830100,202440,,109972915,110237706,109374789,862917,0,686680,0,52
5994229,4632,6105310,17775533,9597757,6507706,1459378,11301,15885543,,,8006601,2275000,,83864832,84532917,83098999,1433918,0,1186783,0,177
5994350,1061,,63358,11865,49972,1521,,46611,,,16747,216,,70747,151869,136395,15474,0,14227,0,
6462610,1721,27029705,34035854,13097915,20924929,13010,93198,42932169,678247,,17548341,500000,,71877133,74696854,69146648,5550206,0,4688943,0,191
6522194,4778,567067,3557384,2282847,1257608,16929,,3593259,,,531192,60000,,12098456,12098456,12050707,47749,0,39421,0,15
6699774,2030,10631932,30599612,8296669,7443368,14859575,0,9282976,130055,,31818513,94040,,33475381,35335461,32872438,2463023,0,2089430,0,114
7172119,5510,13141551,26073445,204699,457827,22375919,,9447337,,,29767659,1100000,,9907088,10100177,8504572,1595605,0,1532469,0,72
7920473,2223,50681395,26889953,13854233,11661122,1366826,1467990,41448866,2759170,,34831302,12000000,,126245897,129018282,122565852,6452430,0,5900033,0,535
8255646,111,4254525,10598644,1503419,2476430,6618795,106414,2819341,,,12140242,2310000,,7536249,27559818,21110290,6449528,0,4393597,0,31
8375340,4211,10447024,9740849,7694321,131642,1850378,,11270113,4032,,8913728,12000,,19492009,22768518,22310427,458091,0,377783,0,150
9026390,4778,4483338,36312431,28930316,4279284,3102531,274719,24912009,,,16158479,1119940,,73294497,82251540,80931130,1320410,0,1108883,0,161
9034198,4634,1124478,5072886,2079073,2705837,37976,195154,5854864,561,,537093,100000,,27337392,27343928,27225729,118199,0,92424,0,53
9817750,1011,57099959,20681593,1935389,18001588,744616,,53608594,859428,,23313530,8500000,,61160239,67317214,62816644,4500570,0,4183177,0,60
9978390,2312,14070367,7856129,1482419,4639267,1734443,0,13261832,2674600,,5990064,,,22136677,23204665,20014419,3190246,0,2717631,0,72
10097629,1413,1086510,825080,,474600,350480,,427929,,,1483661,11000,,4207893,4207893,3966802,241091,0,202516,0,116
10158084,4931,34585638,1726788,228804,1431831,66153,14770,10693436,83064,,25550696,22268825,,18471786,18624529,17636606,987923,0,834479,0,149
10372559,2611,9452182,28448153,11893074,15320861,1234218,92747,7403838,363471,337282,29888491,3378700,0,46777350,48116325,45736542,2379783,0,2162057,0,203
10528101,4532,2738807,2090472,1739004,180805,170663,206104,2200884,,,2834499,200000,,13617327,13704797,12644082,1060715,0,909407,0,34
10745720,7820,,874260,,749620,124640,,726934,,,147326,10000,,7840244,7840590,7761642,78948,0,65939,0,188
10840889,2562,33587215,197445704,24006087,171495532,1944085,195920,33542661,128854667,247103,68584408,21874350,,85896884,97577429,93022806,4554623,0,4520005,0,220
36474781,4312,7669,37552,19497,4639,13416,,78173,,,-32952,200,,538969,538977,595142,0,56165,0,56165,17
128507,2511,76753810,71186162,10842082,43039967,17304113,41153,21537295,3518054,1809656,121116120,7755806,,89717802,90885713,89248093,1637620,0,1337356,0,395
128701,2932,54286865,66157198,13762396,50274129,2120673,5238018,77908013,7619839,,40154229,1705930,,185481140,197487290,193430321,4056969,0,4041367,0,478
128892,4120,15332803,7851755,152213,7028830,670712,41712,12988519,3613,,10234138,780500,,3117086,3299331,3211224,88107,0,34450,0,23
129030,1013,11356823,6713265,2349701,3687493,676071,8556,19187646,2335286,,-3444288,795233,,15982057,17904562,17412014,492548,0,492548,0,86
129103,1051,22000833,5094811,2738982,2237781,118048,114645,77389659,0,0,-50179370,2554617,0,57973781,62269462,66764979,0,4495517,0,4495517,212
129227,3109,14549134,11465859,7731319,3497521,217300,,30203170,2735823,,-6924000,12878800,,7042234,2940015,7272068,0,4332053,0,4332053,187
136917,4941,18442643,5988061,537374,3755923,1694764,150543,14423559,,,10157688,400000,,32119510,33088791,31767257,1321534,0,1091195,0,80
137220,2363,20835982,6537429,1309315,5150471,77643,683833,12963843,,,15093401,800000,,33175687,40890885,40194614,696271,0,607454,0,79
139530,4120,13115077,15784184,4442204,4681360,6655370,931685,5396910,771183,3000,23659853,170000,,43891222,43821155,32905205,10915950,0,9496284,0,118
146651,4941,22083734,10461978,319887,10085123,56968,,26983765,,,5561947,4100000,,51240270,55328405,55178634,149771,0,116539,0,113
151330,2573,28026820,18189317,13832255,4054887,302175,295482,31604228,,,14907391,600000,,13096552,18094288,17959587,134701,0,86455,0,190
151674,4639,8502123,13315589,7319299,4914513,952910,6363,15109763,,,6714312,50000,,68333124,68613964,67579303,1034661,0,894410,0,171
152122,4674,3370544,3009592,2820271,83769,105552,,5172577,,,1207559,351340,,6726803,6756536,6686175,70361,0,51317,0,31
153225,4941,5454988,6771930,,3953530,2818400,9170,5399199,,,6836889,1300000,,19688594,20273031,19077105,1195926,0,1001186,0,57
161430,146,28670230,25127247,19205805,5864302,57140,,26319845,2317993,,25159639,283173,,61746843,64739200,64531405,207795,0,198736,0,184
161880,2932,15836007,22201401,4631035,16668232,902134,,28021088,2331201,161775,7523344,3059187,,70139141,71577285,71089882,487403,0,413134,0,355
162657,2932,38464952,20062941,5662021,14096435,304485,19773,26810147,255531,380268,31101720,12240036,,84167557,86334206,85874137,460069,0,446395,0,414
170137,2932,17224095,54659298,14207341,23676037,13149290,15458,11559714,201393,,60137744,150000,,126671129,127710049,106871556,20838493,0,18372953,0,281
170340,1721,30112902,32364253,16381340,14810965,1171948,,7256730,529437,106889,54584099,1000000,,77426062,94158441,81678264,12480177,0,11332409,0,98
182034,1621,42576629,44332177,28503242,15570645,258290,670730,27103605,4514888,,55961043,500000,,51160948,69285969,64486248,4799721,0,4157184,0,142
197566,2219,17010876,28697259,5007232,14609525,9080502,0,6525394,,,39182741,260020,,45890563,47054188,41414480,5639708,0,5329415,0,284
1863816,4773,4928104,52145617,6177936,45265791,701890,122418,52751631,,57620,4386888,210,,85417319,85497790,80746770,4751020,0,4096554,0,107
2520417,4941,1138556,359249,151048,112302,95899,,1278488,,,219317,55000,,1866396,1866396,1843166,23230,0,20907,0,
2522213,7211,31523018,7890868,7181766,605335,103767,,4911797,129980,9929651,24442458,,,2809285,3240823,4014827,0,774004,0,774004,57
3336251,4711,7384333,22211034,9129271,12481785,599978,39094,17868916,,,11765545,10000,,73548498,73587164,70545051,3042113,0,2638907,0,22
4122612,4120,24513578,19876796,11174594,7498469,1203733,189524,35232634,13406,,9333858,166200,,37222355,44583843,39756582,4827261,0,4751138,0,135
4319593,4675,3840406,14478520,9514620,4933914,29986,20295,10124306,,,8214915,201000,,84178604,84370192,81414606,2955586,0,2567765,0,37
4463598,2221,21564320,31294322,10309409,18560005,2424908,97861,47210659,,,5745844,200000,,41729055,43228794,40407416,2821378,0,2428610,0,154
4464550,2932,23619246,13068056,366797,12407401,292276,17761,27034319,202646,132516,9335582,3298500,,37039713,37454771,34384026,3070745,0,2599888,0,37
4792671,2222,37644763,16344863,5045626,10449245,849992,10942,29434647,42563,,24523358,12226596,,50785427,51892333,49954586,1937747,0,1499926,0,186
4971197,4639,3968542,16289498,8611842,4867557,83685,6963,17129317,,,3135686,442000,,40542233,40646861,40086004,560857,0,464264,0,77
4993292,4221,5049745,12239670,295391,10684368,1259911,,9049549,,,8239866,126000,,24806357,25217999,22513731,2704268,0,2546142,0,96
4993306,4636,3075892,8338208,4697524,2410806,1229878,423,3428654,,,7985869,1050,,91412082,104031771,97488546,6543225,0,5469805,0,125
4993500,4730,8051090,5280241,1138470,3970971,170800,1705323,10274750,,,4761904,1924610,,9387686,17159560,16258267,901293,0,845639,0,63
5395513,4120,6863566,18108531,4257821,6588814,7261896,97408,5623328,0,0,19446177,3000000,0,26852401,27070677,27009894,60783,0,40360,0,0
5660350,1413,10363214,11136241,1262102,8405433,1132695,,9406885,,,12092570,199800,,42088916,42668742,41695034,973708,0,851032,0,188
6215297,4673,19898785,53723531,24552388,6629255,22541888,220,6672637,,,66949899,13421550,,112645659,114517865,104803526,9714339,0,8760392,0,166
6277265,2920,9070436,12340948,7759780,1867950,2713218,,1777691,1451491,,18182202,272600,,19442747,20325294,19180980,1144314,0,938722,0,116
6288817,2932,12662061,39427698,6061586,17471163,12905237,17680,16670715,,490196,34946528,1628820,,56369369,56689528,51933329,4756199,0,4252386,0,83
6388018,4941,12086051,9551254,2846889,6591264,111901,,16104110,,,5533195,3650000,,25159963,29358991,29063156,295835,0,248087,0,92
6494779,4941,10623458,19044267,702832,18255464,85971,,12900091,399786,,16367848,5600000,,70992634,71762757,70190644,1572113,0,1357523,0,53
6747677,4730,10180404,14589268,2289498,11587828,711942,202761,16488802,10089,,8473542,150000,,79058474,79493404,77672320,1821084,0,1511114,0,146
6748664,4690,17783832,26543108,591234,24407903,1543971,61729,9223056,,315914,34849699,4557035,,50452232,50590969,49367959,1223010,0,1027010,0,16
6750117,4120,21097956,12713954,1158349,2665726,8889879,60150,9334052,36862,708574,23792572,955000,,12744611,16027874,13591583,2436291,0,2091481,0,113
6750850,2229,25174556,13945744,3871855,9476786,597103,70000,22308493,289231,0,16592576,8474000,0,37496241,38131764,36392990,1738774,0,1416250,0,92
6795313,4941,4121310,28005410,259695,27681642,64073,,21960092,,,10166628,2030000,,135038744,153715465,148029974,5685491,0,4917881,0,300
6827067,4673,5157656,17540993,8051057,8954026,535910,,11994496,,,10704153,2400000,,46818338,46801764,45272389,1529375,0,1336102,0,71
6833760,4212,38521745,7049563,1330462,3600520,2118581,,11904690,,4225552,29441066,1740000,,31854613,28855765,27479832,1375933,0,1302431,0,146
6865630,4531,5542788,32647310,11115705,14502197,7029408,113935,9165182,,,29138851,2400000,,70192451,71118716,68782085,2336631,0,1997195,0,109
7792870,4511,7624460,12128461,3261634,6569912,2296915,160052,2396062,,,17516911,100000,,28196570,28286751,25982498,2304253,0,1908656,0,57
8876104,2573,14286363,4170373,2090395,2025714,54264,9431,12412006,1098818,,4955343,71300,,52142450,52384439,53684147,0,1299708,0,1299708,267
8898684,4531,8713807,37565279,5183070,8695186,23687023,450156,8212160,,,38517082,3000000,,69840465,77682289,74025276,3657013,0,3176981,0,93
9054608,3821,55653981,25755228,346108,22840576,774067,390284,19482838,3622235,,58694420,3082913,,35238592,37400960,30841764,6559196,0,5600447,0,237
9187205,2219,41232566,37521060,15171404,15442730,3791890,303082,38758045,7975230,,32323433,7000000,,53788314,55468605,46280609,9187996,0,8260337,0,236
10252099,1082,254072,18101632,10416055,7485506,200071,,12303644,,,6052060,40311,,18513810,18100515,17866042,234473,0,163452,0,97
10669143,2059,7956320,23624906,3477545,15430176,4717185,7914,6754445,,215000,24619695,8082660,,56645020,56981432,40172534,16808898,0,14087309,0,33
10693699,1610,5478942,18920774,10393880,2120826,6406068,,2805570,83379,,21510767,1366320,,22922377,12071770,10926389,1145381,0,971910,0,132
10698807,2511,11521905,35951980,12481142,20768839,2701999,56533,32029339,6863872,,8637207,100000,,52670383,62854601,61455898,1398703,0,1221218,0,210
10747934,8622,8299569,5577966,15429,844307,4718230,15767,6616816,,49500,7226986,500000,,9128509,9148219,7233221,1914998,0,1600833,0,45
11339178,3600,5253956,6035408,270006,4100002,1665400,1100,1082646,,15362,10192456,912925,,10646346,11059421,10887690,171731,0,138254,0,145
11839840,147,19087562,21788796,17204151,3711155,873490,1856731,29359021,2397032,,10977036,2196000,,25373841,34986966,34113441,873525,0,798184,0,102
12162650,2361,2480258,2089183,430028,766936,892219,0,419661,100269,0,4049511,4220155,0,5725146,5501840,4728299,773541,0,661324,0,35
12571280,4211,1955796,18721389,188536,13345469,5187384,6941,5876357,,,14807769,210,,33910895,34355162,33325253,1029909,0,815575,0,212
13008995,4931,37158486,12754673,1017269,6016992,5720412,486173,23863609,1411410,,25124313,3585090,,41134231,41188813,39652249,1536564,0,1265086,0,348
13009001,3600,298058330,131149890,1411346,39627209,90111335,448840,92816837,174378206,11737595,150724422,14123680,,79738446,100180788,86770089,13410699,0,10276036,0,637
13031718,3811,7378723,9176997,49976,4803082,4323939,124376,2274108,,94749,14311239,4025000,,13897534,14165235,12401658,1763577,0,1763577,0,103
13158585,4690,6951720,14741721,5690735,8927740,123246,36227,13534253,,,8195415,104500,,33503198,34219548,32037917,2181631,0,1813311,0,83
13607994,4941,18276031,5638981,217020,4709077,712884,,15938333,,,7976679,2000000,,28275154,31304018,31038615,265403,0,207039,0,91
13632084,2529,73294165,50806823,5124286,44299373,1383164,29943,53835210,,,70295721,9119000,,120380245,122638880,106494564,16144316,0,15252589,0,441
13684997,4711,1214846,6514504,5313343,144054,1057107,221262,2302783,,,5647829,76000,,49628046,52204451,45871385,6333066,0,5450968,0,107
13807887,1084,32668493,46297425,14670644,24195650,7431131,34021,27665927,,1946619,49387393,24401840,,97185625,94785455,89729338,5056117,0,3985312,0,275
13830979,4773,1141428,102824232,4754033,97594609,475590,32718,102881802,,26388,1090188,200,,133517299,133933873,132667460,1266413,0,1089948,0,58
14001286,3600,431276,1323550,3808,427467,892275,592,918369,0,0,837049,2090000,0,2288537,2299269,2242386,56883,0,56883,0,32
14028460,2932,5094442,19371959,3588085,15714478,69396,16412,15662276,,,8820537,400000,,37290477,37224074,34677741,2546333,0,2289054,0,51
14070944,4711,381,180831,147723,22786,10322,,100670,,,80542,200,,382838,390695,415060,0,24365,0,24365,5
14539260,2016,10802713,18348475,6621345,7983210,3743920,22411,6671109,,,22502490,19760,,44048407,44247788,39398241,4849547,0,4120975,0,220
14549301,1039,15987097,29030408,19812502,9107422,110484,0,39500971,0,0,5516534,10100,0,38335714,41427056,41303283,123773,0,98449,0,141
14734376,2932,697323,18245041,3921264,11524777,2799000,5532,8432129,,,10515767,100000,,57214644,57963920,55339722,2624198,0,2236356,0,57
15343880,3811,32014558,19316499,1748872,16614687,952940,1127037,22952225,,,29505869,500000,,34030446,34345531,34126233,219298,0,184587,0,338
15390211,4939,11060173,10058232,4049543,4500251,1508438,17519,6394040,,,14741884,14605520,,18025914,17719943,17698690,21253,0,6526,0,127
15428170,4211,29556914,21296536,4636939,4647965,12011632,482380,12640487,,2937064,35758279,26001000,,43826121,54783104,53939461,843643,0,702246,0,336
15710740,2433,13340465,12748793,6612322,5486314,650157,96494,16433668,,,9752084,700000,,65099947,66259902,65618540,641362,0,531308,0,55
15802274,2932,11731966,27438336,13717243,12993555,727538,8415,13096977,,1437806,24643934,928635,,57028041,58347815,54700714,3647101,0,3206015,0,203
15823153,4639,1000913,66285812,34158743,31477099,649970,40655,55105795,172737,,12048848,500,,331535436,331841420,328703297,3138123,0,2728304,0,489
15860470,2512,16121631,4143834,1977527,1948329,217978,1446622,14162349,3568264,,3981474,2000,,26435427,27626787,26516581,1110206,0,945207,0,71
15898539,6810,9218984,23710240,473097,21894285,1342858,,23675549,,,9253675,2000,,45204964,12581809,1469252,11112557,0,9496710,0,2
15997524,4777,12061961,72489466,69405625,1034850,2048991,2920619,52148253,144577,1234442,33944774,15000000,,117554453,119757350,107967511,11789839,0,10016682,0,224
16081303,4941,16228034,10260630,522659,9294773,443198,,20728431,,80415,5679818,3700000,,47797412,52619433,52083754,535679,0,452595,0,122
16312068,6492,2608508,50670568,685412,48457148,1528008,306897,9519359,,,44066614,18000000,,27812931,27847508,19766194,8081314,0,6938842,0,125
16457255,2511,4974915,20108857,10210613,8428420,1469824,,16608042,332870,391121,7751739,400000,,40530318,41527296,40022111,1505185,0,1303894,0,230
16703155,2562,1247112,1276796,388832,296014,591950,4025,970693,5687,,1551553,300000,,4766580,4875172,4446751,428421,0,364035,0,44
