CUI,CAEN,ACTIVE IMOBILIZATE - TOTAL,ACTIVE CIRCULANTE - TOTAL din care:,Stocuri,Creante,Casa si conturi la banci,CHELTUIELI IN AVANS,DATORII,VENITURI IN AVANS,PROVIZIOANE,CAPITALURI - TOTAL din care:,Capital subscris varsat,Patrimoniul regiei,Cifra de afaceri neta,VENITURI TOTALE,CHELTUIELI TOTALE,Profitul brut,Pierdere bruta,Profitul net,Pierdere neta,Numar mediu de salariati
15989092,6832,433,509281,,502097,7184,,228503,,,281211,10000,,269019,269019,288153,0,19134,0,19134,1
16020268,1061,15754691,3729888,1601422,1995187,133279,966676,22248868,6021009,,-7818622,550810,,17077776,18309535,19312582,0,1003047,0,1003047,107
16026341,146,29284188,15197347,8580530,6493282,123535,20005,51929394,5953065,,-13380919,20000,,39907168,43662893,53876265,0,10213372,0,10213372,127
16547145,4639,1676270,21337622,7553021,13426928,357673,21282,19359516,,,3675658,1500000,,35895625,36141389,34576369,1565020,0,1352258,0,30
16644776,4110,18335713,15839169,1060753,9075837,2730427,53643,15398974,174634,,18654917,100000,,27478750,31636942,27131133,4505809,0,3910542,0,56
16900629,4120,2174540,8303557,511851,4812072,2979634,-48040,-886366,3792918,,7523505,380000,,13227290,13507745,9832654,3675091,0,3044861,0,
17010637,4773,2498154,2756906,560979,2594549,-399235,,3469326,,,1785734,200,,4532789,4533892,4173165,360727,0,315272,0,13
17045872,4711,4358723,16366967,10663797,2770592,2932578,,16679196,,,4046494,31000,,76710852,78138798,76896120,1242678,0,1043205,0,230
17127522,4673,6692185,13947554,3265595,10046486,635473,12332,14836537,2430432,,3385102,1100,,37131174,36823710,36031760,791950,0,631304,0,126
17352940,4752,16322202,27160492,22303604,2221920,2634968,185085,15042845,6563,,28618371,36000,,57145938,57605037,43958904,13646133,0,11629996,0,128
18273640,4511,2429404,13616685,11450366,1828366,337953,5273,8383286,388407,,7279669,14942360,,55226468,56230849,53847513,2383336,0,2383336,0,75
18448571,141,58981668,16640085,9166005,7004429,469651,,31835082,720232,,43066439,101000,,30125523,55604602,47144133,8460469,0,7524040,0,38
20796950,2351,106039126,16495162,9532207,6044575,918380,48578,119127283,,,3455583,18570800,,65370866,67489521,65183394,2306127,0,2306127,0,57
20920896,5229,7867009,17585471,31231,3828127,13726113,32112,3987993,5380,,21491219,4400,,64464097,65182565,61569241,3613324,0,3107274,0,16
22160860,3511,288382880,80685740,,9635580,71050160,2226173,311267132,0,1902209,58125452,437500000,,46628705,46919318,73229314,0,26309996,0,26309996,5
22160886,8299,20162846,15121133,638927,11764127,2718079,583126,32407103,,,3460002,2000,,30726669,30981140,30681700,299440,0,227137,0,176
22183847,8690,14529711,2401607,376135,1091909,933563,7793,13757824,,,3181287,7902220,,22268482,23263423,22725805,537618,0,399803,0,130
22482180,4520,9022089,14118137,5645371,8321860,150906,3135339,18400149,,19630,7855786,100000,,79362056,80277844,78891212,1386632,0,1199381,0,61
22683125,4675,3915902,18186046,3381970,14779673,24403,3467,16922257,52118,,5131040,220000,,61039858,61196662,59713350,1483312,0,1259234,0,21
23092747,8610,3284331,5923392,487317,4923842,512233,,5363144,2829462,,1015117,300,,16552990,16958309,16880323,77986,0,54067,0,75
23317025,4690,0,18046720,68471,17807924,170325,2147,21994671,2600,,-3948404,210,,28466212,29188137,30330336,0,1142199,0,1142199,74
24084904,2399,9253220,13290226,1023172,7319753,4947301,97783,9754618,,,12886611,4608125,,29508462,38364898,34379948,3984950,0,3561650,0,86
24123310,4639,25402589,3678161,418756,1416448,1842957,83930,16348551,30801,,12785328,450000,,48070374,48549002,45329150,3219852,0,2681245,0,21
24342060,3811,44387004,25776135,1169201,23686225,920709,6717169,45031551,3294,3413410,28432053,12560260,,40622349,41437198,36345906,5091292,0,4799564,0,492
24550060,4672,6355085,25472532,10032817,14432345,1007370,,28143165,,,3684452,3110200,,95611876,96563628,96084104,479524,0,380044,0,13
24667720,9312,37070982,5685440,230609,2532383,2922448,86169,12156297,875683,,29810611,21000000,,14645892,40312507,37093441,3219066,0,2585763,0,89
25126706,4711,530198,2118297,1970557,47793,99947,17234,548880,,,2116849,300000,,17397936,17397936,16658573,739363,0,621065,0,57
6312370,5510,39074977,960445,170729,234786,554930,28146,6940434,-1554,150824,32973864,3650,,11958971,12055726,11683397,372329,0,211408,0,129
6398275,150,28985674,48253228,3492629,44533645,226954,503070,54483520,2645083,,20613369,2658160,,57653439,62891249,57682999,5208250,0,4554046,0,41
6513110,4754,2510058,30009192,15374312,14345933,288947,558101,16066111,230582,,16780658,350000,,40358815,46077176,43871163,2206013,0,1284759,0,59
6579948,1071,8541763,13775873,4343045,9940132,-507304,1313,15507641,2961334,,3849974,756000,,15576110,16722768,16106160,616608,0,540608,0,106
6646915,5510,77911941,3049293,355443,771162,1922688,19121,12145077,1076214,0,67759064,3500,0,16947955,17414047,16582594,831453,0,741490,0,133
6742009,5222,8923021,7044612,543216,4634942,1866454,26833,5766051,8245378,410582,1572455,210,,22369137,22917915,24295145,0,1377230,0,1377230,177
6742610,4643,6528037,20681536,7691800,12269479,185669,98187,13206090,,22816,14078854,23760,,40118109,40187896,39109601,1078295,0,875963,0,47
6743250,5510,33209405,3366613,18180,3250321,98112,,17632951,5438775,,13504292,10000,,6771439,7503052,6844771,658281,0,448698,0,60
6744514,2363,54628979,39557388,6511091,31584409,1461888,121512,88763502,,148142,5396235,4000000,,40180318,44566117,47325363,0,2759246,0,2759246,142
6744697,4120,3584168,13605771,117334,8761625,4726812,,3954516,1861537,494328,10879558,50000,,205448,1455924,3356661,0,1900737,0,1900737,14
6776885,4690,18608166,16768608,8788194,8505778,-525364,153783,9727641,,,25802916,200000,,61460145,62451356,57057035,5394321,0,4641835,0,107
7252404,5510,25843073,1880548,1185181,336047,359320,274439,7571855,,,20426205,3047380,,8965180,9070043,9337659,0,267616,0,311478,71
7252420,5510,37501302,4576502,1126239,3197883,232569,12646,39911387,70,0,2178993,56483798,0,17178815,18021138,20503703,0,2482565,0,2606983,156
7424364,4663,27950865,51113779,35758769,12485858,2869152,283640,46374687,,,32973597,600,,105475916,106472587,105151972,1320615,0,1107591,0,293
7471838,5629,21112916,21128744,1398525,13572294,6157925,,4217192,3864,,38020604,2254010,,21530802,21628952,21283645,345307,0,333659,0,134
7616238,5510,18818300,5050359,1394159,1761753,1894447,1271000,20172260,472011,,4495388,521493,,12907733,13061979,11944605,1117374,0,995510,0,95
7695029,4711,9448432,4931451,3194901,1459546,277004,17347,10035180,1376,,4360674,18350000,,30807316,35762226,45416947,0,9654721,0,9654721,95
8091020,1071,49472369,6523745,2927918,3492586,103241,346907,53234923,3054324,,53774,3235200,,56893698,60977855,61478915,0,501060,0,501060,260
8165608,4639,5046206,5321608,3724294,1541872,55442,,7850924,,,2516890,20000,,75057254,75193013,74820669,372344,0,309383,0,61
8306995,4639,9411962,3204584,4842995,2916444,-4554855,,7411926,,-165000,5369620,39900,,29867557,30068694,29967876,100818,0,72023,0,72
9683675,111,44358585,7569741,7675105,1625681,-1731045,58641,20211128,2791866,,28983973,100000,,81484858,88684868,78435452,10249416,0,8610500,0,131
9777575,5229,4628295,12976556,428659,1700906,10846991,290119,1475312,,25003,16394655,500000,,26686585,26853967,19852714,7001253,0,5914518,0,133
9948144,8010,10497955,8088479,598547,6248492,1241440,1543681,10301110,138062,481864,9209079,300,,44105648,44150627,34477733,9672894,0,7869483,0,999
10093155,9603,22602266,8812021,913957,7860044,36691,15279,4602123,10307161,,16520282,500000,,13637275,16790127,11203840,5586287,0,4937712,0,83
10114266,4623,2109351,118845696,5157666,112931186,756844,,83625701,,,37329346,1055140,,116018972,127439185,118847964,8591221,0,7198112,0,19
10848181,5610,979203,507569,453046,47897,6626,16953,3276742,,,-1773017,200,,594452,594452,550481,43971,0,38026,0,
10924998,4631,2654338,34756521,1747271,28722750,4286500,25498,26539221,,,10897136,237640,,147305527,147550292,142364192,5186100,0,4429059,0,15
21706670,3230,15436466,37602488,18753994,18771296,77198,171736,49512111,4454302,,-755723,7600,,51003450,55158456,55229718,0,71262,0,154541,154
21817946,4649,724397,32592373,6285816,26240254,66303,17414,19359864,,,13974320,5000250,,44006219,44303383,41256958,3046425,0,2659435,0,27
22116694,4941,29806049,42191683,42470,41696500,452713,342325,70520970,,,1819087,185530,,102038070,108481332,111088116,0,2606784,0,2606784,286
22224777,7022,631984,28651459,6459,25316911,3328089,413673,3699154,,,25997962,18852400,,39309838,40513793,38080074,2433719,0,2057097,0,377
22231995,4669,330340,3916961,167494,1806030,1943437,,2698614,,,1548687,200,,1771839,1771861,1460354,311507,0,293831,0,2
22547859,4611,1916747,79428837,33931171,44149695,1347971,310385,75149879,,,6506090,1900000,,317511359,320112769,319493985,618784,0,425607,0,17
22719458,2562,38686451,6547014,3438504,2861573,246937,53268,22790501,,71940,22424292,20500000,,22231593,22786832,24051157,0,1264325,0,1264325,77
22971756,6201,14214322,7853572,1774067,652026,5427479,1136231,15567843,,35934,7600348,218250,,18622501,19749509,18221703,1527806,0,1285206,0,107
23304599,6201,1165144,55958418,,55626337,332081,96045,45942047,,4036520,7241040,200,,45813467,46929459,44455711,2473748,0,2011970,0,230
23503516,3811,1746354,2327802,916609,1120992,290201,9963,2548045,0,100180,1435894,1136000,0,5259547,5276435,5258872,17563,0,4851,0,84
24232806,1071,124522072,44911817,11920327,21168055,11823435,361614,114189709,,,55605794,8621600,,150683604,155877427,139354569,16522858,0,13911582,0,169
24415960,6201,729086,17372233,,9414878,7957355,42320,2582014,,2701757,12859868,428750,,54786626,54889356,43969295,10920061,0,9133229,0,480
24658640,2550,35383727,29539632,13244013,14880963,1414656,131061,36890061,,,28164359,34983800,,88483279,92569848,91573595,996253,0,996253,0,76
24692480,5829,6474108,12116158,613785,5377519,6124854,443742,2831050,0,1568559,14634399,200,0,60822772,61925207,56808839,5116368,0,4350520,0,250
24843354,1623,22646434,14959434,14271681,571326,116427,852253,26427835,,,12030286,5209120,,11269407,21723623,19162850,2560773,0,2560773,0,81
25129877,8211,5489704,33850964,,33429109,421855,782710,22576335,,1358388,16188655,644770,,88799554,95918551,91063530,4855021,0,4080593,0,687
25430666,3811,67855,940077,863,882984,56230,,1023559,,6951,-22578,200,,1805608,1806558,1640188,166370,0,132926,0,28
25463418,4110,1421903,2883739,224352,2381407,277980,,3402264,,,903378,52300,,8577946,7527671,6569613,958058,0,819050,0,20
25718864,4110,27478,35499,28256,7198,45,,114297,,,-51320,60000,,10279,170925,259004,0,88079,0,93206,
25860825,4674,1051166,23948428,1544926,16894166,5509336,64527,15771291,,201129,9091701,200000,,83694659,85014394,78829363,6185031,0,5303646,0,27
26128977,9103,14100118,10911585,325850,2039015,8546720,317006,9545469,,289140,15494100,107500,,22081394,22226428,14534467,7691961,0,6410578,0,139
26442448,4120,78413576,29456720,9658662,14339992,5458066,,82005789,,,25864507,50000,,27760276,66381345,61911812,4469533,0,3826932,0,10
26589458,8220,7936479,54598202,,33769105,20829097,86946,14872327,,1506762,46242538,20200,,138400238,139907145,124610155,15296990,0,12993481,0,1548
27312810,8010,13221,468629,51312,378844,38473,,2294373,,,-1812523,650200,,2140369,2151312,2626537,0,475225,0,496738,88
27703916,4646,909585,40432593,6825669,18839733,14767191,196026,12849676,,419203,28269325,258000,,48882222,49333108,42137435,7195673,0,5989625,0,18
27821113,4791,771900,1952475,1066684,717632,119959,36600,996645,1660,,1762670,200,,6363279,6494826,5997151,497675,0,415915,0,8
27980569,4772,2412854,14270120,11356620,838487,2075013,432190,12948864,,533421,3632879,250,,40329673,40513576,39980065,533511,0,379043,0,81
28409928,6820,82561033,2698045,92529,1977324,70958,11137,63054306,,,22215909,200,,10510503,12210676,8201340,4009336,0,3421221,0,53
29104654,161,29625,245609,,151825,93784,569,82587,,,193216,200,,432567,432641,380097,52544,0,43335,0,10
29228059,1629,13231063,17709322,9780604,7464561,464157,373467,28721558,,97444,2494850,440200,,69205629,69310429,66965000,2345429,0,1860711,0,242
29357401,4941,29282254,65774167,,38113734,27660433,666564,35544089,,1431125,58747771,4551330,,142668141,149547772,120287521,29260251,0,24543365,0,207
29595845,2219,68916127,35149025,17991982,12799700,4357343,3558,95977139,,80021,8011550,28176730,,79556446,88871100,92957235,0,4086135,0,4086135,284
29648273,4711,1813936,3276581,2052460,669107,555014,13395,3663651,,,1440261,200,,18522050,18608428,18369246,239182,0,204590,0,41
30077430,4941,1767998,66226637,850168,64317225,1059244,998539,58775731,,921719,9295724,7526440,,171102494,171434056,170490181,943875,0,747027,0,358
30140693,4211,24064,46013662,35225018,10778879,9765,138584,26595858,,,19580452,,,35958845,36217240,34744358,1472882,0,1207555,0,14
30164862,1011,2772306,14945422,1666562,4988439,5295657,11597,10739573,,,6989752,3000,,51232463,80920307,75499794,5420513,0,4558534,0,138
30863569,6020,27793323,27338930,8968,7695657,19634305,934203,18008054,36874684,,1183718,310,,111836290,113259037,109009335,4249702,0,3949860,0,61
30920249,8299,1823924,26965151,,17202265,9762886,285369,18112393,,,10962051,7000000,,73780974,74106667,70597693,3508974,0,2682972,0,475
31015826,4645,329181,25729886,2750691,22571682,407513,19631,21534604,,,4544094,200,,112551577,112559711,107268407,5291304,0,4543854,0,13
31481850,4765,3917383,5743381,5032896,478766,231719,320713,8902910,4737,,1073830,200,,27447137,28387422,28290900,96522,0,76446,0,56
31721449,3109,21758694,7719014,5474330,621569,1623115,210306,20058445,,,9629569,200,,41263760,43138124,40231945,2906179,0,2451278,0,129
31828314,7820,356720,14487259,,13619800,867459,,14078798,,,765181,200,,89825089,90881730,90055855,825875,0,689899,0,284
31842122,4110,14087085,38041604,22176267,1837268,14028069,1794,32240029,,,19890454,2000,,62888361,63030798,49604604,13426194,0,11484458,0,12
32069255,1071,20533198,3530967,2023167,1242809,264991,209524,116353244,,,-92079555,100000,,39468193,52330591,70760190,0,18429599,0,19075475,404
32129136,2229,30756815,20919439,7911262,12715321,292856,453851,36478102,,70976,15581027,3662000,,41589072,42093801,37284073,4809728,0,4318127,0,147
32509291,8220,1021346,24422880,61742,20482904,3878234,2514859,3564806,,1956027,22438252,200,,59445904,59542052,50786275,8755777,0,7204875,0,546
32675812,6202,1380740,22191359,,19557592,2633767,2248,14579006,,,8995341,200,,74616847,74875624,71171286,3704338,0,3198901,0,237
32930567,6201,3069222,35249087,,12798637,22450450,221743,15789493,,,22750559,225000,,83234521,83505181,72679248,10825933,0,9267928,0,365
32965450,4690,,1166321,,1161470,4851,,797490,,,368831,6000,,8609838,8609932,8180548,429384,0,360632,0,4
33077043,3109,,1698306,,582838,1115468,230,1562693,,,135843,10000,,6980335,7142161,7068778,73383,0,61642,0,2
33168451,6832,1736919,16816857,9,14077221,2739627,2368,66194,13018416,,5471534,8168580,,28270,111737,771332,0,659595,0,659595,6
33421707,4941,1273900,3864530,,3261761,602769,1108,1879187,,,3260351,200,,13440003,13609126,11519178,2089948,0,1764459,0,8
33679928,5510,42778350,2404108,147430,771409,1485269,337199,63573787,24703,,-18078833,2000,,14940886,15575582,17198569,0,1622987,0,1734227,74
3729510,4752,150447,203851,140137,56224,7490,0,181262,0,0,173036,45000,0,1197862,1201175,1192075,9100,0,4741,0,2
3730611,4690,13061551,10134103,1721432,1379489,7033182,3375,2417231,,,20781798,3061812,,6911671,7369525,6845637,523888,0,452812,0,48
3730956,4211,16121083,28710991,20793745,7755052,162194,,29750058,,,15082016,268218,,33200350,43331292,43137984,193308,0,102562,0,133
3871599,7219,43883420,7091734,374188,4156842,2560704,,1705927,9449582,446000,39373645,,,17449009,20435069,18758991,1676078,0,1676078,0,156
4175781,2223,9830218,7018251,6071441,770228,176582,816047,6622112,1342610,,9699794,2500000,,22868796,27772288,25914897,1857391,0,1603033,0,57
4334534,2511,14469244,5309429,3046107,1932868,330454,,9918604,3168856,,6691213,5000000,,47318863,47678782,47520225,158557,0,122363,0,71
4334887,4645,2998520,3437411,1791977,1494312,151122,,2877604,,,3558327,413400,,11888384,11899219,11230847,668372,,561228,,29
4416359,4711,13744692,10712821,2126293,7798511,788017,803552,16603042,4472810,,4185213,1200000,,78579281,78970750,78831080,139670,0,72422,0,51
4517523,1419,8927582,29156646,20785470,7242761,1128415,281961,18964873,1887366,,17513950,1010200,,45722118,61779225,55733857,6045368,0,5623853,0,152
4709839,1071,9276969,17928063,894556,4104957,5128550,1336,1114487,2343984,,23747897,50300,,10810655,11126460,8742896,2383564,,2155117,,53
4710566,2222,9293960,10461914,2754229,5050765,2656920,23273,8856981,1190241,12082,9719843,392000,,24149528,25828767,24300397,1528370,0,1346959,0,118
4941102,4742,7305918,17587409,5230422,11214174,1142813,210742,16714669,,,8389400,330000,,41323452,42225505,40256629,1968876,0,1671349,0,275
5045437,4661,24708901,53996929,39134326,12796256,2066347,15060,35420831,,,43300059,10000,,122452487,124291263,103257193,21034070,0,18106785,0,113
5057024,4639,3766658,20355034,6479419,12953095,922520,835967,20789946,,,4167713,839800,,59872992,60142003,59695964,446039,0,338114,0,74
5470895,4211,12297528,29196700,7862408,10188620,11145672,189083,21367549,11659,,20304103,2200000,,53064570,75154545,76287961,0,1133416,0,1133416,199
5650870,4120,18415559,32961138,17482252,14654705,824181,194589,29760803,556540,,21253943,2000000,,47095886,59731094,58730250,1000844,0,850948,0,366
5651344,4617,6155640,11117796,5272063,4073673,1772060,15573,6018714,,,11270295,1020,,84339377,84427918,79766867,4661051,0,3982673,0,100
5655745,4639,2242492,16261963,5493606,8197438,2037361,,7042965,9967,,11451523,22200,,50056870,50171718,48279832,1891886,,1584413,,47
5864016,4634,5601352,15195417,4929917,7656178,2609322,18830,6350574,17225,,14447800,200,,61339801,61344293,58495971,2848322,0,2371077,0,97
6126190,4673,16750275,10469131,4935547,4955326,578258,,17144702,919594,,9155110,801000,,25588000,25589590,25120929,468661,0,395131,0,73
6258590,4673,5655065,13595483,8195632,4464508,935343,980,12530537,,,6720991,24000,,28130038,30681147,30129350,551797,0,461136,0,71
6258980,4639,11498733,26259075,5994633,13497207,6767235,101300,20709154,,,17149954,470000,,120376501,120433253,115149607,5283646,0,4489687,0,167
6440531,5510,15237758,6010505,225560,1394746,4390199,21,5440081,,,15808203,200000,,16497237,16817692,13495854,3321838,0,3122334,0,138
6489535,111,3907342,3326896,2514773,149911,662212,,1573664,,,5660574,300,,5151366,5223841,4827145,396696,0,333225,0,19
6591550,5510,16543156,1561928,389287,580184,592457,39662,1027046,274256,,16843444,5086960,,14604780,15335438,13830821,1504617,0,1261121,0,52
6591798,2593,3094784,3992195,3526493,1829126,-1424239,19495,4148936,,,2957538,240,,22647202,24688998,24196496,492502,,412975,,88
6662597,2711,21053605,44038567,4634446,15663879,16161297,9548,14974951,4276385,,45850384,450200,,68002486,69195325,53813513,15381812,0,13098537,0,183
6663290,4690,5174768,14584524,6278621,7415425,890478,17778,11457056,47215,,8272799,80000,,56510361,56704261,56292439,411822,0,253338,0,99
6779547,2229,10417874,14627079,8447038,3058560,3121481,0,12962104,0,0,12082849,200000,0,21670433,25130802,17683518,7447284,0,6355383,0,54
6780452,1052,47842080,129125608,9454512,3514015,22607314,162568,72597071,70802,183342,104279041,40000000,,77574447,125630939,104793657,20837282,0,17441763,0,400
7264638,4782,0,1331,0,694,637,0,13587,0,0,-12256,200,0,0,0,0,0,0,0,0,0
7337845,4531,8754816,10597583,4779284,5419949,329025,,11708426,472513,,7171460,200000,,37552055,38300260,37800234,500026,0,381048,0,80
7403230,119,1471023,10847181,939842,3378351,6528988,,4061882,770081,262085,7224156,,,34163370,35206938,35081601,125337,0,125337,0,744
8464545,4642,0,78591,72941,11,5639,533,127406,0,0,-48282,45000,0,518695,524228,524742,0,514,0,1628,3
8716251,3832,14488017,23629075,13799458,4593982,5235635,109703,10717947,16780,,27492068,500000,,77541670,79406030,67987145,11418885,0,9526321,0,66
8982385,5229,13942927,7556997,450632,6681376,424989,433208,18307953,338014,,3287165,200200,,39406723,41479259,41219182,260077,0,151499,0,80
9285726,4773,6685118,14409668,6806455,6772936,830277,409282,19021812,,,2482256,2000,,43412305,44002025,41327281,2674744,0,2184264,0,93
9385652,1411,6168637,4370408,2010200,2315787,44421,7475,12987866,,,-2441346,4791800,,3065046,2799216,7383125,0,4583909,0,4583909,25
9684948,8622,3635658,3695183,109558,2748355,837270,15528,970631,,,6375738,200,,17158779,17213415,11003744,6209671,0,5281396,0,106
9752422,4931,29824577,15299667,10404610,4862099,32958,,15424412,8434243,,21265589,298800,,17166060,18579101,12301724,6277377,0,5226014,0,125
9850161,1439,26034933,14819771,6358259,8453335,8177,0,38071765,2172805,,610134,1733560,,32715270,36030688,36585882,0,555194,0,555394,615
10300854,5223,99942162,7334458,670871,3870102,2793485,13781,1071486,96059825,247841,9911249,,108620,8892938,19942028,16915611,3026417,,2531840,,93
10544271,4639,9920851,20502041,9801208,6196344,4504489,112310,19367137,,,11168065,300000,,97147762,99581186,97273413,2307773,0,1986552,0,168
10610146,111,21928929,7655577,1091908,6348000,215229,14328,11929309,6640,0,17662885,1116426,0,19288018,19788688,19642293,146395,0,146395,0,52
10639878,4211,6421371,18615102,1282617,4567103,12765382,120083,4789067,489068,1545559,18332862,14084398,,28047803,29932598,28726024,1206574,0,838821,0,183
11057665,111,13178369,66840605,34356427,32578166,-93988,8117,59293929,,,20733162,1500000,,162474877,165000684,157015805,7984879,0,6881517,0,44
11392104,4511,18014676,7334580,2505356,4543982,285242,21698,12224783,,,13146171,258500,,16079640,16141200,15056441,1084759,0,896325,0,57
11736925,4120,7421068,16836530,10648981,2996632,3190917,6021,3786351,626373,0,19850895,200,0,8695175,10325347,10098394,226953,0,128282,0,179
11940770,5610,10881281,1848418,53619,113565,1681234,13297,275376,15928,,12451692,9551625,,3211719,3271248,3068563,202685,0,90967,0,34
12164503,4742,7138591,14575461,11061519,1507232,2006710,214414,6395103,18967,,15514396,1000000,,48976801,49541764,46205688,3336076,0,2823365,0,365
12936557,4673,4723939,7406787,4151426,2917534,337827,120496,8581132,,,3670090,82000,,32973913,34939380,33820926,1118454,0,954734,0,51
13084569,4711,830392,1535330,964105,220468,350757,,473516,,,1892206,1000,,8274991,8347183,8140176,207007,0,170476,0,23
13627720,4776,,,,,,,0,,,0,,,0,0,,0,0,0,0,1
13765161,4669,2344956,7814058,4229405,2228309,1356344,12628,4107378,51496,,6012768,10000,,13956002,14164276,13325847,838429,0,704789,0,44
13784260,4791,288748,7648524,5081350,1084351,1482823,,6053391,,,1883881,200,,20599800,22852644,21596377,1256267,0,1077523,0,34
14452049,3020,3741579,19603187,1826218,12797950,4979019,10098,12140280,0,0,11214584,5062000,0,18783372,20909510,23390825,0,2481315,0,2481315,85
14925007,4920,78667042,24004826,491127,14127898,9385801,,83858817,5233,600000,18207818,2001000,,33195024,85273861,78244329,7029532,,5862352,,41
15022473,121,71516734,48859939,32944632,15551744,363563,76730,98434862,2302011,57268,19659262,8695446,,23388558,35129170,33329053,1800117,0,1452205,0,61
15074871,8010,10250949,33476726,293782,32079532,1103412,154020,30570415,85727,,13225553,90000,,108574420,117722479,117241417,481062,0,481062,0,3030
15456472,3109,10061774,11731195,3994966,5456918,2279311,13706,10693081,22401,,11091193,600000,,22075271,22657120,18630139,4026981,0,3546916,0,151
15666571,4642,631862,4675897,2430855,891627,1353415,,1491116,,,3816643,1500000,,8391858,8431915,7403426,1028489,0,872504,0,16
15809876,4675,5920434,59143538,43134798,15173768,834972,52629,18842306,,,46274295,7700000,,91238512,93939420,83254656,10684764,0,9072983,0,41
16229923,4321,6249373,15182165,4618856,10518486,44823,65141,18046205,289047,26530,3134897,10000,,30452267,34920983,34761416,159567,0,159567,0,96
16245996,2511,7644773,9751723,6594510,3008444,148769,10378,6033115,,,11373759,11910870,,16620274,16715414,16366792,348622,0,348622,0,96
16246002,4291,1227202,3156438,21701,1236234,1898503,3323,181079,556802,,3649082,45000,,1526139,1796639,1506337,290302,0,274308,0,12
16252403,113,31603992,3390991,2571116,374298,445577,173826,19670908,,,15497901,2500000,,21582059,23707546,24775646,0,1068100,0,1068100,111
16299058,8623,9116,11057,0,0,11057,0,0,0,0,20173,210,,114650,114650,107253,7397,0,6250,0,3
16346184,4673,36342,743283,180615,484084,78584,0,453676,0,0,325949,45000,0,2713507,2743837,2646599,97238,0,74638,0,8
16561638,4711,110450,774977,521952,226978,26047,1335,864849,,,21913,1000,,7005498,7006344,6964079,42265,,34355,,14
16681901,111,12049930,16679313,6909996,8687803,1081514,,2616425,290721,,25822097,200,,43521616,45866155,40625344,5240811,0,5095275,0,17
16851518,4690,94346,1438847,281332,385021,772494,0,-21170,0,0,1554363,200,0,1455376,1489657,1034836,454821,0,440267,0,4
17263010,4619,8896943,22006428,15453654,6432150,120624,42526,20218888,2322655,,8404354,510200,,30355970,36940574,34969254,1971320,0,1638355,0,74
17600476,4764,0,13826,8154,113,5559,0,12474,0,0,1352,200,0,32895,32895,27626,5269,0,4282,0,0
17629570,2511,11225437,13517623,6734523,5857704,925396,46102,13479461,704753,,10604948,700,,12521974,17258386,16237993,1020393,0,865413,0,81
17800938,4211,652404,996095,114317,704054,177724,3560,576098,,,1075961,5200,,1702839,1856343,1768324,88019,,72202,,24
18089320,8299,481009,86168,6826,61713,17629,2479,169560,0,0,400096,200,0,517428,517992,523045,0,5053,0,10227,10
18549380,4520,693301,1291715,238012,708475,345228,,633379,,,1351637,200,,1987527,1987527,1662130,325397,0,305522,0,
18652368,4711,1382249,950904,,927936,22968,26379,1871159,,,488373,10000,,4692665,5084652,4687675,396977,0,348747,0,14
21373614,6201,365999,9778859,1350,9291075,486434,14602,3575121,,,6584339,7000,,47859711,47872217,41629645,6242572,0,5416480,0,281
21992505,2599,9997444,49391692,38966911,6631179,3793602,0,50297275,321507,0,8770354,1519000,0,52035747,59351925,55102183,4249742,0,3567407,0,91
25242050,3511,370716908,18887032,58496,5497434,13331102,5209826,849309872,,18922459,-473418565,119239740,,72753220,123125152,146536196,0,23411044,0,23411044,1
25572202,610,14275343,644906,,629778,15128,,23951097,,,-9030848,110000,,0,3646430,4727279,0,1080849,0,1080849,0
25860760,4211,15516855,2487329,324176,1879465,283688,51686,16782847,0,0,1273023,250640,0,6248478,6245574,8158881,0,1913307,0,1913307,94
25897417,9200,980982,684733,42947,235414,406372,1138663,1166893,,,1637485,30100,,68330678,68367778,66522668,1845110,0,1601385,0,55
26000829,3511,347137882,6610871,0,3875950,2734921,1156647,306557105,0,13046552,35301743,152000000,0,37656611,54718631,65576117,0,10857486,0,10857486,4
26091479,5020,449528,2362157,103783,2132536,125838,2638,3138885,0,0,-324562,3000,0,7767147,8130040,8029262,100778,0,0,23716,0
27186976,8010,2732,1585920,305820,1164242,115858,0,10608161,0,0,-9019509,200,0,8998594,9021889,8900563,121326,0,121326,0,288
27257384,3811,622364,228689,39957,154405,34327,187,821606,,,29634,350200,,3171449,3301736,3431268,0,129532,0,129532,80
27275593,3811,949549,2959108,1593359,630413,735336,,1320094,,,2588563,5350000,,6972366,7399131,7337593,61538,0,61538,0,46
27302965,3811,24572,602886,2048,518767,82071,,425133,,,202325,200,,2504657,2529564,2431794,97770,0,82127,0,41
27336771,4334,154403,112036,,91373,20663,,138299,59612,,68528,200,,951321,1070730,1072848,0,2118,0,2118,18
27371558,3600,34546,56719,2617,18739,35363,,22636,,,68629,1000,,205376,207305,254153,0,46848,0,46848,3
27381730,4211,94455,5732659,1745908,3310746,676005,847679,4581783,609608,,1483402,2800000,,16612971,16630622,15451046,1179576,0,909115,0,107
27477177,3530,738732,6955544,313435,5523956,1118153,,5873464,,,1820812,3917550,,11442654,11576351,11534505,41846,0,41846,0,128
28507306,8010,441,94550,0,10110,84440,0,96069,0,0,-1078,200,0,1121008,1121413,1112253,9160,0,9160,0,40
